iter	RMSE
241	2.495262628
242	2.491003525
243	2.485715196
244	2.481141073
245	2.476223145
246	2.471938568
247	2.469228081
248	2.463753844
249	2.456902871
250	2.45253401
251	2.447382292
252	2.443326753
253	2.438696281
254	2.43430967
255	2.428483887
256	2.423557128
257	2.419044777
258	2.415302997
259	2.410937536
260	2.407009773
261	2.401862569
262	2.39807773
263	2.39415825
264	2.388272034
265	2.385190374
266	2.381813815
267	2.377280921
268	2.373525083
269	2.370034667
270	2.365515146
271	2.360789326
272	2.356478207
273	2.350215316
274	2.34693845
275	2.34361776
276	2.339372338
277	2.334232756
278	2.332123106
279	2.328852867
280	2.324024454
281	2.319107908
282	2.314668536
283	2.310328763
284	2.307487003
285	2.302937172
286	2.298846043
287	2.293746165
288	2.290400629
289	2.2861362
290	2.28314102
291	2.278581359
292	2.276364745
293	2.270947958
294	2.268228886
295	2.264753911
296	2.261284007
297	2.257209383
298	2.253482761
299	2.248543004
300	2.245995609
301	2.241994593
302	2.237487845
303	2.234021005
304	2.228332029
305	2.222913269
306	2.218484696
307	2.215161353
308	2.211220169
309	2.20766927
310	2.203831235
311	2.200320137
312	2.197351791
313	2.193133768
314	2.19054477
315	2.187587911
316	2.18443271
317	2.179164049
318	2.176560533
319	2.172472748
320	2.17017293
321	2.166022036
322	2.163599011
323	2.159976384
324	2.156946653
325	2.154057443
326	2.15022137
327	2.146977438
328	2.142171017
329	2.139103485
330	2.136736325
331	2.13402596
332	2.130582537
333	2.127680349
334	2.12440135
335	2.119934439
336	2.117474374
337	2.114798474
338	2.11099181
339	2.105575279
340	2.101488845
341	2.098254898
342	2.09416067
343	2.0905433
344	2.086987459
345	2.084391532
346	2.082011073
347	2.079988481
348	2.075624107
349	2.07417833
350	2.071101146
351	2.067195281
352	2.064400858
353	2.060551361
354	2.058276515
355	2.054906872
356	2.052256728
357	2.049015524
358	2.045301103
359	2.042687398
360	2.040235874
361	2.037555084
362	2.031903098
363	2.028058804
364	2.025556629
365	2.022495494
366	2.019683479
367	2.017756209
368	2.012170421
369	2.009919137
370	2.00659499
371	2.003235701
372	2.00101792
373	1.997798924
374	1.995250123
375	1.992011677
376	1.98905206
377	1.985005152
378	1.982490475
379	1.977461491
380	1.974677115
381	1.972215308
382	1.968818149
383	1.96517138
384	1.963047968
385	1.959368238
386	1.956769221
387	1.95334135
388	1.950091398
389	1.948128579
390	1.945423085
391	1.943480913
392	1.939633079
393	1.937379905
394	1.935523095
395	1.933015428
396	1.930686276
397	1.928058261
398	1.925511105
399	1.924054185
400	1.921571211
401	1.919568463
402	1.916913068
403	1.914735784
404	1.912391612
405	1.910237422
406	1.907664748
407	1.904085877
408	1.902093002
409	1.897602126
410	1.894782173
411	1.892249858
412	1.887443649
413	1.884329744
414	1.881770951
415	1.879415737
416	1.877313169
417	1.874268554
418	1.869930558
419	1.867362575
420	1.864067432
421	1.861595588
422	1.858250608
423	1.854113084
424	1.851861332
425	1.847242702
426	1.844205939
427	1.842206311
428	1.839489333
429	1.837303944
430	1.834870284
431	1.832255869
432	1.830651131
433	1.826523111
434	1.824195248
435	1.822386778
436	1.820787728
437	1.818737096
438	1.815301447
439	1.812584963
440	1.809787983
441	1.80644155
442	1.804981713
443	1.80288028
444	1.800676734
445	1.798377443
446	1.797521454
447	1.79489145
448	1.791990398
449	1.790144917
450	1.787595839
451	1.787015971
452	1.785150245
453	1.783839038
454	1.782099152
455	1.779712078
456	1.778343948
457	1.775486488
458	1.773385638
459	1.771417853
460	1.76872578
461	1.766274858
462	1.76449209
463	1.760564104
464	1.75725668
465	1.754893947
466	1.753354784
467	1.750551967
468	1.748255047
469	1.746099945
470	1.742429862
471	1.739945848
472	1.738244714
473	1.7361407
474	1.734609926
475	1.732505941
476	1.729850138
477	1.728207661
478	1.726470705
479	1.725546985
480	1.723587873
481	1.721395652
482	1.718677368
483	1.716138209
484	1.712655599
485	1.71044233
486	1.708744729
487	1.706853547
488	1.704508803
489	1.702273547
490	1.698452958
491	1.697157736
492	1.69457139
493	1.692329108
494	1.690387688
495	1.688325759
496	1.687322467
497	1.685237161
498	1.682855082
499	1.680470652
500	1.676357054
501	1.673527016
502	1.670635966
503	1.667112541
504	1.664128029
505	1.660919311
506	1.658514789
507	1.656053426
508	1.653839673
509	1.650999648
510	1.649312674
511	1.646717904
512	1.645131479
513	1.642268456
514	1.639987796
515	1.637374389
516	1.636216242
517	1.633928679
518	1.631380385
519	1.629125174
520	1.628176408
521	1.627347112
522	1.624761281
523	1.622907861
524	1.620912557
525	1.618895667
526	1.615789643
527	1.61349177
528	1.610920936
529	1.608492807
530	1.605811847
531	1.604297138
532	1.60250943
533	1.599654479
534	1.59933117
535	1.596773944
536	1.595468675
537	1.59365433
538	1.591190152
539	1.589330372
540	1.587835041
541	1.584163801
542	1.580704776
543	1.579150906
544	1.57737941
545	1.575771324
546	1.574518024
547	1.571870139
548	1.569486506
549	1.568047274
550	1.566201332
551	1.564912982
552	1.563129994
553	1.561754618
554	1.561036481
555	1.557688993
556	1.555572367
557	1.552308051
558	1.551284485
559	1.549655513
560	1.547518567
561	1.546488536
562	1.544616506
563	1.542226886
564	1.540614203
565	1.538931677
566	1.536798252
567	1.534798802
568	1.532531332
569	1.530788738
570	1.52796816
571	1.525750352
572	1.523892567
573	1.521825167
574	1.519168428
575	1.516526783
576	1.514589052
577	1.513442663
578	1.512400599
579	1.511014036
580	1.507476361
581	1.50631094
582	1.503472379
583	1.501384567
584	1.499774514
585	1.49859294
586	1.496697589
587	1.494173222
588	1.492394422
589	1.489917754
590	1.488691618
591	1.487615623
592	1.484022618
593	1.483529824
594	1.482773706
595	1.481170837
596	1.478565485
597	1.476730054
598	1.474370088
599	1.471566582
600	1.470683382
601	1.468057526
602	1.466601098
603	1.465038425
604	1.463609656
605	1.461706892
606	1.459389662
607	1.458784832
608	1.458052799
609	1.45671591
610	1.455420093
611	1.452866216
612	1.451553754
613	1.449000524
614	1.445801608
615	1.444887953
616	1.442695392
617	1.441252443
618	1.438665918
619	1.437590742
620	1.436232295
621	1.435203577
622	1.433165611
623	1.431373972
624	1.428937584
625	1.427993573
626	1.425668671
627	1.423981971
628	1.421792232
629	1.420938483
630	1.419904329
631	1.419132202
632	1.417441681
633	1.4151592
634	1.412679628
635	1.410187417
636	1.408903115
637	1.407659787
638	1.40582083
639	1.404458704
640	1.40263716
641	1.401515776
642	1.400771567
643	1.397876773
644	1.395379871
645	1.394152053
646	1.393496885
647	1.390946905
648	1.38887852
649	1.387741149
650	1.386751344
651	1.385468902
652	1.383311611
653	1.381437487
654	1.378287383
655	1.377061279
656	1.374798659
657	1.372612726
658	1.370931653
659	1.369075248
660	1.367214035
661	1.366432976
662	1.366050723
663	1.365077584
664	1.363555102
665	1.361879542
666	1.360331594
667	1.359101524
668	1.357442119
669	1.354350272
670	1.353742756
671	1.352589059
672	1.351651747
673	1.350177149
674	1.348224897
675	1.347351422
676	1.346788782
677	1.344207088
678	1.342694436
679	1.341272498
680	1.339733454
681	1.337349285
682	1.336456684
683	1.335107627
684	1.333758754
685	1.331965892
686	1.330829063
687	1.328349363
688	1.326651113
689	1.326172013
690	1.324280825
691	1.321891113
692	1.320453205
693	1.318791772
694	1.317332064
695	1.316268882
696	1.313540662
697	1.311605269
698	1.310645368
699	1.308926218
700	1.306215771
701	1.305195606
702	1.302056146
703	1.300576636
704	1.298630898
705	1.298274339
706	1.297599939
707	1.296515894
708	1.294437403
709	1.293115228
710	1.291713544
711	1.290341521
712	1.288892137
713	1.287497702
714	1.286039172
715	1.28350789
716	1.282999579
717	1.282210861
718	1.281312052
719	1.280316344
720	1.278743443
721	1.277872712
722	1.277185455
723	1.275802363
724	1.272856624
725	1.270838448
726	1.269362878
727	1.26778538
728	1.266637477
729	1.265312938
730	1.26391365
731	1.262066966
732	1.260133719
733	1.257237951
734	1.255824848
735	1.254902717
736	1.252848089
737	1.251180416
738	1.249882077
739	1.248823928
740	1.247075684
741	1.245493516
742	1.243631976
743	1.241283719
744	1.240053464
745	1.237528079
746	1.235717117
747	1.234952138
748	1.233431572
749	1.231413034
750	1.230266998
751	1.229203112
752	1.227831067
753	1.226845632
754	1.225102522
755	1.223914475
756	1.222735041
757	1.221144712
758	1.219336466
759	1.217958778
760	1.216851472
761	1.215659393
762	1.214134146
763	1.213311377
764	1.21227867
765	1.210967297
766	1.210577085
767	1.208785378
768	1.207130564
769	1.205868519
770	1.204394185
771	1.20319895
772	1.200925847
773	1.199415371
774	1.198347623
775	1.19599842
776	1.194048052
777	1.192522454
778	1.191559885
779	1.191050434
780	1.189896797
781	1.188084057
782	1.186621858
783	1.184805277
784	1.183432244
785	1.182134833
786	1.180044723
787	1.179123984
788	1.17814961
789	1.176830195
790	1.175240422
791	1.173793359
792	1.172427261
793	1.171387083
794	1.17033528
795	1.168944094
796	1.167974768
797	1.165830201
798	1.164469125
799	1.163379136
800	1.162233807
801	1.161005694
802	1.159357966
803	1.157966236
804	1.157190557
805	1.155855148
806	1.154991161
807	1.153512422
808	1.152231272
809	1.151028588
810	1.149778208
811	1.148741325
812	1.146906455
813	1.145801342
814	1.143881477
815	1.142367169
816	1.140770975
817	1.139267773
818	1.137858311
819	1.135765844
820	1.134698838
821	1.134468995
822	1.133846844
823	1.132902846
824	1.131609678
825	1.130706263
826	1.129896392
827	1.127988993
828	1.127199554
829	1.125801592
830	1.124863567
831	1.123698752
832	1.122616708
833	1.121615016
834	1.120236016
835	1.119342266
836	1.11831105
837	1.117281212
838	1.115828453
839	1.114783028
840	1.113467945
841	1.111305655
842	1.110654997
843	1.1084409
844	1.106747148
845	1.104887756
846	1.103725949
847	1.102307374
848	1.100865718
849	1.099304156
850	1.098544721
851	1.096824033
852	1.094658808
853	1.093047453
854	1.091064557
855	1.089606651
856	1.087688993
857	1.085826184
858	1.084570937
859	1.083173782
860	1.082217567
861	1.081145393
862	1.080142076
863	1.07897867
864	1.078029642
865	1.076732447
866	1.075311734
867	1.074062373
868	1.071945889
869	1.070614623
870	1.069515401
871	1.06883189
872	1.067878763
873	1.066568223
874	1.065543577
875	1.063470711
876	1.061904087
877	1.060855574
878	1.059711605
879	1.059332682
880	1.058265717
881	1.057036695
882	1.055949621
883	1.0542457
884	1.0537187
885	1.052283757
886	1.050967281
887	1.049827915
888	1.048720893
889	1.048317638
890	1.047033123
891	1.045939026
892	1.045255118
893	1.043679308
894	1.042932543
895	1.041932344
896	1.041097493
897	1.040059298
898	1.038409434
899	1.037062403
900	1.035658034
901	1.034838752
902	1.033669652
903	1.03209844
904	1.030641765
905	1.029553706
906	1.028114812
907	1.027333517
908	1.026107855
909	1.025192518
910	1.023883931
911	1.023073198
912	1.022400345
913	1.020527903
914	1.019409416
915	1.018142546
916	1.016530279
917	1.015295943
918	1.014331698
919	1.013393858
920	1.012159048
921	1.010796099
922	1.010073608
923	1.008753541
924	1.007663625
925	1.006241242
926	1.004217336
927	1.003262813
928	1.001844836
929	1.000985988
930	0.9997125352
931	0.9988876052
932	0.9967869494
933	0.9953476483
934	0.9940263666
935	0.9922180543
936	0.9904497267
937	0.9894751665
938	0.9886318038
939	0.9878246192
940	0.9869146323
941	0.9860620787
942	0.9846991662
943	0.9834820697
944	0.982536099
945	0.9809648327
946	0.9801751469
947	0.9792534243
948	0.9782926303
949	0.9762789267
950	0.9748536345
951	0.97330461
952	0.9724380146
953	0.9719060947
954	0.9710813885
955	0.9701156537
956	0.9685679623
957	0.9670490503
958	0.9664017495
959	0.964780078
960	0.9633899505
961	0.9627260564
962	0.9613282588
963	0.9599625722
964	0.9595094518
965	0.9587125808
966	0.9576916454
967	0.9569536174
968	0.9552659916
969	0.9541427055
970	0.9523264544
971	0.9515418713
972	0.9498461772
973	0.9485017503
974	0.9476298822
975	0.9468296388
976	0.9461229987
977	0.9454171346
978	0.9444954633
979	0.9435523502
980	0.9430289391
981	0.9418040156
982	0.9408198306
983	0.9398398529
984	0.939265668
985	0.9380744593
986	0.9377950796
987	0.9362514087
988	0.9350724843
989	0.9336762422
990	0.9321947465
991	0.9314876345
992	0.9301244312
993	0.9292380144
994	0.9286618698
995	0.927427859
996	0.9265234014
997	0.9258607346
998	0.9254377257
999	0.9244654798
