ward,target
21201011: Ward 11,40.076736
21201012: Ward 12,39.29188
21201013: Ward 13,30.05212
21201014: Ward 14,39.231396
21201015: Ward 15,38.711918
21201016: Ward 16,44.826862
21201017: Ward 17,42.25868
21201018: Ward 18,38.45781
21201019: Ward 19,37.92761
21201020: Ward 20,40.986965
21201021: Ward 21,33.588196
21201022: Ward 22,42.431084
21201023: Ward 23,35.7363
21201024: Ward 24,34.093594
21201025: Ward 25,27.228039
21201026: Ward 26,42.00574
21201027: Ward 27,36.41109
21201028: Ward 28,39.496937
21201029: Ward 29,38.320442
21201030: Ward 30,32.919758
21201031: Ward 31,40.392174
21202001: Ward 1,20.270681
21202002: Ward 2,25.027521
21202003: Ward 3,27.572704
21202004: Ward 4,23.126696
21202005: Ward 5,28.712122
21202006: Ward 6,28.098814
21202007: Ward 7,29.970419
21202008: Ward 8,35.26689
21202009: Ward 9,32.210777
21202010: Ward 10,37.141132
21202011: Ward 11,32.951153
21202012: Ward 12,35.51114
21202013: Ward 13,34.68847
21202014: Ward 14,34.95806
21202015: Ward 15,36.7404
21202016: Ward 16,31.380077
21202017: Ward 17,34.303333
21202018: Ward 18,31.770445
21202019: Ward 19,37.553894
21202020: Ward 20,39.176285
21202021: Ward 21,35.274345
21202022: Ward 22,39.4354
21202023: Ward 23,41.827793
21202024: Ward 24,38.423615
21202025: Ward 25,41.34007
21202026: Ward 26,36.23921
21202027: Ward 27,38.899967
21202028: Ward 28,32.46121
21202029: Ward 29,34.548107
21202030: Ward 30,34.254173
21202031: Ward 31,38.16248
21203001: Ward 1,14.5420475
21203002: Ward 2,35.359463
21203003: Ward 3,32.616573
21203004: Ward 4,32.938087
21203005: Ward 5,26.545801
21203006: Ward 6,19.274668
21203007: Ward 7,21.136982
21204001: Ward 1,35.221516
21204002: Ward 2,28.951529
21204003: Ward 3,34.85083
21204004: Ward 4,24.2247
21204005: Ward 5,27.51378
21204006: Ward 6,23.881136
21204007: Ward 7,36.987072
21204008: Ward 8,36.998173
21204009: Ward 9,28.47854
21204010: Ward 10,33.66698
21204011: Ward 11,35.828205
21204012: Ward 12,36.267178
21204013: Ward 13,32.17854
21204014: Ward 14,28.124
21204015: Ward 15,32.911133
21206001: Ward 1,34.16795
21206002: Ward 2,33.585487
21206003: Ward 3,35.505283
21206004: Ward 4,34.886665
21206005: Ward 5,34.057774
21206006: Ward 6,31.473108
21206007: Ward 7,23.29493
21206008: Ward 8,31.17356
21206009: Ward 9,34.500618
21206010: Ward 10,22.80944
21206011: Ward 11,26.512838
21206012: Ward 12,29.08976
21301001: Ward 1,25.09805
21301002: Ward 2,22.519335
21301003: Ward 3,22.966738
21301004: Ward 4,18.72277
21301005: Ward 5,8.232153
21301006: Ward 6,16.008705
21301007: Ward 7,22.721842
21301008: Ward 8,15.924033
21301009: Ward 9,19.810696
21305001: Ward 1,35.528717
21305002: Ward 2,33.02223
21305003: Ward 3,33.797318
21305004: Ward 4,33.31316
21305005: Ward 5,38.3972
21305006: Ward 6,31.864382
21305007: Ward 7,37.30844
21305008: Ward 8,30.129631
21305009: Ward 9,38.999226
21305010: Ward 10,35.15145
21305011: Ward 11,37.490654
21305012: Ward 12,38.152905
21305013: Ward 13,35.980946
21305014: Ward 14,28.094477
21305015: Ward 15,29.63647
21305016: Ward 16,37.7715
21305017: Ward 17,32.79604
21305018: Ward 18,35.775745
21305019: Ward 19,36.86606
21305020: Ward 20,35.762012
21305021: Ward 21,36.676357
21306001: Ward 1,34.316395
21306002: Ward 2,37.067276
21306003: Ward 3,34.76529
21306004: Ward 4,30.092192
21306005: Ward 5,35.14746
21306006: Ward 6,35.232437
21306007: Ward 7,37.191856
21306008: Ward 8,36.11211
21306009: Ward 9,40.484447
21306010: Ward 10,37.61829
21306011: Ward 11,33.52649
21306012: Ward 12,37.00665
21306013: Ward 13,35.73855
21306014: Ward 14,27.110683
21306015: Ward 15,28.418037
21306016: Ward 16,28.49521
21306017: Ward 17,35.159237
21307001: Ward 1,43.776108
21307002: Ward 2,41.82038
21307003: Ward 3,40.80609
21307004: Ward 4,39.42581
21307005: Ward 5,39.858913
21307006: Ward 6,36.13323
21307007: Ward 7,41.880344
21307008: Ward 8,38.282238
21307009: Ward 9,37.49768
21307010: Ward 10,28.767988
21307011: Ward 11,25.089077
21307012: Ward 12,40.648098
21307013: Ward 13,38.75678
21307014: Ward 14,37.302258
21307015: Ward 15,41.131023
21307016: Ward 16,43.976925
21307017: Ward 17,36.303185
21307018: Ward 18,34.716167
21307019: Ward 19,44.266457
21307020: Ward 20,39.8958
21308001: Ward 1,19.498472
21308002: Ward 2,27.744034
21308003: Ward 3,29.247417
21308004: Ward 4,21.761187
21308005: Ward 5,28.319653
21308006: Ward 6,32.651096
21308007: Ward 7,35.48658
21308008: Ward 8,34.476154
21308009: Ward 9,36.208805
21401001: Ward 1,31.656937
21401002: Ward 2,28.570211
21401003: Ward 3,25.843811
21401004: Ward 4,16.718527
21401005: Ward 5,27.995958
21401006: Ward 6,36.35881
21401007: Ward 7,37.19552
21401008: Ward 8,37.022552
21401009: Ward 9,38.633095
21401010: Ward 10,39.030518
21401011: Ward 11,32.818443
21401012: Ward 12,37.458958
21401013: Ward 13,38.41073
21401014: Ward 14,37.673862
21401015: Ward 15,36.065704
21401016: Ward 16,32.796722
21401017: Ward 17,25.80058
21402001: Ward 1,38.732536
21402002: Ward 2,36.100204
21402003: Ward 3,36.591167
21402004: Ward 4,38.638947
21402005: Ward 5,39.2658
21402006: Ward 6,38.493732
21402007: Ward 7,36.70367
21402008: Ward 8,28.787264
21402009: Ward 9,36.253326
21402010: Ward 10,29.770718
21402011: Ward 11,30.674772
21402012: Ward 12,34.09842
21402013: Ward 13,35.51985
21402014: Ward 14,19.999157
21402015: Ward 15,26.365711
21402016: Ward 16,17.295881
21402017: Ward 17,36.676502
21503001: Ward 1,38.159508
21503002: Ward 2,37.92472
21503003: Ward 3,38.638515
21503004: Ward 4,39.436054
21503005: Ward 5,42.049194
21503006: Ward 6,29.103115
21503007: Ward 7,40.377857
21503008: Ward 8,41.640186
21503009: Ward 9,38.40014
21503010: Ward 10,38.36256
21503011: Ward 11,36.381924
21503012: Ward 12,41.399826
21503013: Ward 13,40.072144
21503014: Ward 14,27.358807
21503015: Ward 15,19.092918
21503016: Ward 16,38.922657
21503017: Ward 17,39.631813
21503018: Ward 18,41.39192
21503019: Ward 19,30.679071
21503020: Ward 20,34.993114
21503021: Ward 21,35.594406
21503022: Ward 22,35.65538
21503023: Ward 23,42.5243
21503024: Ward 24,37.802483
21503025: Ward 25,37.683376
21503026: Ward 26,40.390633
21503027: Ward 27,36.78496
21503028: Ward 28,38.096478
21503029: Ward 29,38.789547
21503030: Ward 30,37.72542
21503031: Ward 31,37.892765
21504001: Ward 1,39.200264
21504002: Ward 2,42.225853
21504003: Ward 3,38.617012
21504004: Ward 4,35.175552
21504005: Ward 5,36.761436
21504006: Ward 6,23.23156
21504007: Ward 7,38.62634
21504008: Ward 8,42.02539
21504009: Ward 9,40.599327
21504010: Ward 10,42.808678
21504011: Ward 11,40.814045
21504012: Ward 12,39.816044
21504013: Ward 13,37.706196
21504014: Ward 14,36.178528
21504015: Ward 15,30.313354
21504016: Ward 16,40.418705
21504017: Ward 17,39.141796
21504018: Ward 18,43.156826
21504019: Ward 19,39.532104
21504020: Ward 20,37.61662
21505001: Ward 1,39.94442
21505002: Ward 2,41.86038
21505003: Ward 3,39.22997
21505004: Ward 4,40.398277
21505005: Ward 5,41.376354
21505006: Ward 6,42.864307
21505007: Ward 7,29.355858
21505008: Ward 8,39.154175
21505009: Ward 9,37.439938
21505010: Ward 10,36.022457
21505011: Ward 11,33.09214
21505012: Ward 12,30.810688
21505013: Ward 13,37.005978
21505014: Ward 14,39.569794
21505015: Ward 15,39.38701
21505016: Ward 16,41.312878
21505017: Ward 17,43.163925
21505018: Ward 18,40.18714
21505019: Ward 19,43.321026
21505020: Ward 20,42.06666
21505021: Ward 21,34.09805
21505022: Ward 22,41.066036
21505023: Ward 23,42.212917
21505024: Ward 24,38.484085
21505025: Ward 25,42.183125
21505026: Ward 26,43.54724
21505027: Ward 27,39.120407
21505028: Ward 28,36.888554
21505029: Ward 29,36.768986
21505030: Ward 30,37.980667
21505031: Ward 31,39.67314
21506001: Ward 1,39.939342
21506002: Ward 2,31.174591
21506003: Ward 3,38.440422
21506004: Ward 4,38.005676
21506005: Ward 5,37.770775
21506006: Ward 6,26.236238
21506007: Ward 7,40.66086
21506008: Ward 8,38.751747
21506009: Ward 9,41.710377
21506010: Ward 10,40.13448
21506011: Ward 11,43.92156
21506012: Ward 12,36.582848
21506013: Ward 13,41.101955
21506014: Ward 14,34.457565
21506015: Ward 15,29.227802
21506016: Ward 16,41.184772
21506017: Ward 17,40.701733
21506018: Ward 18,31.312479
21506019: Ward 19,38.776375
21506020: Ward 20,35.491257
21506021: Ward 21,37.398006
21506022: Ward 22,39.273384
21506023: Ward 23,38.24523
21506024: Ward 24,40.542282
21506025: Ward 25,40.71635
21506026: Ward 26,41.33119
21507001: Ward 1,25.055782
21507002: Ward 2,23.174696
21507003: Ward 3,24.393114
21507004: Ward 4,24.4921
21507005: Ward 5,13.167629
21507006: Ward 6,12.526482
21507007: Ward 7,19.921091
21507008: Ward 8,17.486042
21507009: Ward 9,22.308193
21507010: Ward 10,32.377144
21507011: Ward 11,34.859592
21507012: Ward 12,29.363619
21507013: Ward 13,20.910692
21507014: Ward 14,32.86694
21507015: Ward 15,38.71729
21507016: Ward 16,37.35526
21507017: Ward 17,41.22144
21507018: Ward 18,38.154755
21507019: Ward 19,37.749355
21507020: Ward 20,37.571148
21507021: Ward 21,38.828495
21507022: Ward 22,41.363438
21507023: Ward 23,35.960262
21507024: Ward 24,40.830658
21507025: Ward 25,44.29731
21507026: Ward 26,36.053482
21507027: Ward 27,42.17639
21507028: Ward 28,39.095406
21507029: Ward 29,29.973156
21507030: Ward 30,32.806805
21507031: Ward 31,36.134842
21507032: Ward 32,37.810715
21507033: Ward 33,29.485498
21507034: Ward 34,39.86302
21507035: Ward 35,35.06484
24401001: Ward 1,28.851782
24401002: Ward 2,25.771118
24401003: Ward 3,38.017242
24401004: Ward 4,38.45409
24401005: Ward 5,39.4996
24401006: Ward 6,37.06692
24401007: Ward 7,37.799263
24401008: Ward 8,33.368008
24401009: Ward 9,39.96753
24401010: Ward 10,38.702377
24401011: Ward 11,38.356327
24401012: Ward 12,35.93691
24401013: Ward 13,32.776196
24401014: Ward 14,38.019688
24401015: Ward 15,40.244106
24401016: Ward 16,38.59438
24401017: Ward 17,37.46593
24401018: Ward 18,36.89306
24401019: Ward 19,16.826605
24401020: Ward 20,29.648071
24401021: Ward 21,34.32265
24401022: Ward 22,36.7483
24401023: Ward 23,40.207226
24401024: Ward 24,34.572365
24401025: Ward 25,33.95467
24401026: Ward 26,23.875454
24402001: Ward 1,40.367584
24402002: Ward 2,40.64332
24402003: Ward 3,42.4676
24402004: Ward 4,37.535408
24402005: Ward 5,38.04327
24402006: Ward 6,38.809155
24402007: Ward 7,25.072489
24402008: Ward 8,37.336273
24402009: Ward 9,36.382847
24402010: Ward 10,41.46108
24402011: Ward 11,38.48309
24402012: Ward 12,39.40471
24402013: Ward 13,37.667324
24402014: Ward 14,38.910698
24402015: Ward 15,38.16208
24402016: Ward 16,29.543396
24402017: Ward 17,34.362206
24402018: Ward 18,28.590742
24402019: Ward 19,37.86586
24402020: Ward 20,40.003967
24402021: Ward 21,39.454292
24402022: Ward 22,30.178703
24402023: Ward 23,38.996193
24402024: Ward 24,40.53265
24402025: Ward 25,32.81975
24402026: Ward 26,40.49613
24402027: Ward 27,34.89872
24403001: Ward 1,31.81433
24403002: Ward 2,40.176216
24403003: Ward 3,39.876137
24403004: Ward 4,35.87382
24403005: Ward 5,39.76884
24403006: Ward 6,39.737198
24403007: Ward 7,35.276188
24403008: Ward 8,38.397324
24403009: Ward 9,40.820023
24403010: Ward 10,38.983406
24403011: Ward 11,40.771317
24403012: Ward 12,39.252296
24403013: Ward 13,36.132996
24403014: Ward 14,40.092857
24403015: Ward 15,42.58255
24403016: Ward 16,35.762573
24403017: Ward 17,34.915424
24403018: Ward 18,36.869926
24403019: Ward 19,38.666504
24403020: Ward 20,40.456367
24403021: Ward 21,40.249313
24403022: Ward 22,39.367012
24403023: Ward 23,33.483173
24403024: Ward 24,26.234621
24403025: Ward 25,39.143265
24403026: Ward 26,37.660576
24403027: Ward 27,41.91821
24403028: Ward 28,38.62826
24403029: Ward 29,35.65048
24403030: Ward 30,39.213985
24403031: Ward 31,37.009773
24404001: Ward 1,39.136158
24404002: Ward 2,38.968918
24404003: Ward 3,39.07906
24404004: Ward 4,38.84697
24404005: Ward 5,42.099064
24404006: Ward 6,43.049274
24404007: Ward 7,40.287308
24404008: Ward 8,34.02309
24404009: Ward 9,31.97592
24404010: Ward 10,37.471664
24404011: Ward 11,39.802223
24404012: Ward 12,39.532963
24404013: Ward 13,40.576714
24404014: Ward 14,39.879707
24404015: Ward 15,44.475895
24404016: Ward 16,41.90411
24404017: Ward 17,39.829556
29200001: Ward 1,18.69246
29200002: Ward 2,20.192974
29200003: Ward 3,17.378979
29200004: Ward 4,7.4589896
29200005: Ward 5,26.595236
29200006: Ward 6,23.665632
29200007: Ward 7,23.8246
29200008: Ward 8,24.026197
29200009: Ward 9,16.297247
29200010: Ward 10,18.330544
29200011: Ward 11,24.842197
29200012: Ward 12,25.021402
29200013: Ward 13,26.11251
29200014: Ward 14,24.713017
29200015: Ward 15,16.966818
29200016: Ward 16,15.666931
29200017: Ward 17,23.545704
29200018: Ward 18,9.243865
29200019: Ward 19,16.127407
29200020: Ward 20,25.221062
29200021: Ward 21,20.672762
29200022: Ward 22,21.43549
29200023: Ward 23,23.415102
29200024: Ward 24,24.625479
29200025: Ward 25,21.954506
29200026: Ward 26,28.852121
29200027: Ward 27,7.9041076
29200028: Ward 28,15.027293
29200029: Ward 29,15.703283
29200030: Ward 30,22.878801
29200031: Ward 31,19.057333
29200032: Ward 32,33.333897
29200033: Ward 33,29.922235
29200034: Ward 34,29.099537
29200035: Ward 35,16.009764
29200036: Ward 36,25.62545
29200037: Ward 37,15.38594
29200038: Ward 38,29.738796
29200039: Ward 39,18.922451
29200040: Ward 40,29.998379
29200041: Ward 41,18.779343
29200042: Ward 42,25.201546
29200043: Ward 43,20.298086
29200044: Ward 44,18.10908
29200045: Ward 45,22.49631
29200046: Ward 46,18.356684
29200047: Ward 47,19.80675
29200048: Ward 48,20.396639
29200049: Ward 49,32.06117
29200050: Ward 50,25.990719
29300001: Ward 1,9.353659
29300002: Ward 2,10.420282
29300003: Ward 3,7.450423
29300004: Ward 4,19.819883
29300005: Ward 5,12.513051
29300006: Ward 6,6.7039566
29300007: Ward 7,10.739578
29300008: Ward 8,5.8273067
29300009: Ward 9,5.422333
29300010: Ward 10,12.703639
29300011: Ward 11,13.38584
29300012: Ward 12,9.814955
29300013: Ward 13,18.734158
29300014: Ward 14,20.288366
29300015: Ward 15,22.912115
29300016: Ward 16,22.620451
29300017: Ward 17,24.626673
29300018: Ward 18,24.669958
29300019: Ward 19,21.502079
29300020: Ward 20,22.39849
29300021: Ward 21,21.978083
29300022: Ward 22,23.427214
29300023: Ward 23,20.647028
29300024: Ward 24,22.434908
29300025: Ward 25,21.385952
29300026: Ward 26,19.270864
29300027: Ward 27,24.59091
29300028: Ward 28,19.669403
29300029: Ward 29,15.20323
29300030: Ward 30,18.89041
29300031: Ward 31,13.565446
29300032: Ward 32,16.241272
29300033: Ward 33,20.768557
29300034: Ward 34,13.976244
29300035: Ward 35,16.670898
29300036: Ward 36,18.234913
29300037: Ward 37,22.57461
29300038: Ward 38,22.407833
29300039: Ward 39,6.8242307
29300040: Ward 40,14.439592
29300041: Ward 41,17.62961
29300042: Ward 42,24.75223
29300043: Ward 43,21.778385
29300044: Ward 44,21.828053
29300045: Ward 45,22.227463
29300046: Ward 46,20.274105
29300047: Ward 47,23.312923
29300048: Ward 48,15.495772
29300049: Ward 49,14.119886
29300050: Ward 50,24.873638
29300051: Ward 51,6.348282
29300052: Ward 52,12.743088
29300053: Ward 53,13.668254
29300054: Ward 54,23.667042
29300055: Ward 55,22.662064
29300056: Ward 56,22.145575
29300057: Ward 57,22.933037
29300058: Ward 58,20.71237
29300059: Ward 59,15.675855
29300060: Ward 60,18.12904
10101001: Ward 1,15.001477
10101002: Ward 2,15.157488
10101003: Ward 3,19.08685
10101004: Ward 4,14.779639
10101005: Ward 5,7.4403234
10101006: Ward 6,16.55333
10101007: Ward 7,11.619315
10101008: Ward 8,12.97429
10102001: Ward 1,17.957043
10102002: Ward 2,15.158716
10102003: Ward 3,15.031379
10102004: Ward 4,14.107679
10102005: Ward 5,11.42776
10102006: Ward 6,18.72451
10103001: Ward 1,11.818309
10103002: Ward 2,18.908949
10103003: Ward 3,11.146204
10103004: Ward 4,16.420359
10103005: Ward 5,16.706879
10103006: Ward 6,8.79656
10103007: Ward 7,10.194768
10104001: Ward 1,15.953136
10104002: Ward 2,16.0941
10104003: Ward 3,12.8009405
10104004: Ward 4,15.614538
10104005: Ward 5,7.7331204
10104006: Ward 6,6.444512
10104007: Ward 7,16.178823
10104008: Ward 8,6.407642
10104009: Ward 9,15.139954
10104010: Ward 10,7.7838564
10104011: Ward 11,9.381047
10104012: Ward 12,17.741043
10104013: Ward 13,8.096334
10105001: Ward 1,11.764726
10105002: Ward 2,10.840718
10105003: Ward 3,11.340671
10105004: Ward 4,18.483494
10105005: Ward 5,9.384479
10105006: Ward 6,13.536866
10105007: Ward 7,16.528355
10105008: Ward 8,9.665093
10105009: Ward 9,16.594595
10105010: Ward 10,6.0027933
10105011: Ward 11,16.73074
10105012: Ward 12,15.2348175
10202001: Ward 1,22.866705
10202002: Ward 2,14.287936
10202003: Ward 3,13.209402
10202004: Ward 4,12.195977
10202005: Ward 5,12.020913
10202006: Ward 6,17.932783
10202007: Ward 7,13.443567
10202008: Ward 8,12.56188
10202009: Ward 9,11.028597
10202010: Ward 10,17.69934
10202011: Ward 11,16.606525
10202012: Ward 12,14.716239
10203001: Ward 1,15.347343
10203002: Ward 2,4.292833
10203003: Ward 3,13.907831
10203004: Ward 4,7.0475006
10203005: Ward 5,17.299408
10203006: Ward 6,22.587086
10203007: Ward 7,12.984247
10203008: Ward 8,16.961498
10203009: Ward 9,22.871237
10203010: Ward 10,15.403607
10203011: Ward 11,13.095963
10203012: Ward 12,20.908178
10203013: Ward 13,14.129651
10203014: Ward 14,20.580784
10203015: Ward 15,5.476521
10203016: Ward 16,26.991259
10203017: Ward 17,9.4948
10203018: Ward 18,13.534939
10203019: Ward 19,7.80101
10203020: Ward 20,14.422557
10203021: Ward 21,16.72868
10203022: Ward 22,6.499186
10203023: Ward 23,8.531684
10203024: Ward 24,23.49414
10203025: Ward 25,17.241858
10203026: Ward 26,13.387163
10203027: Ward 27,16.408785
10203028: Ward 28,13.284826
10203029: Ward 29,8.779548
10203030: Ward 30,17.925306
10203031: Ward 31,11.794756
10204001: Ward 1,15.0481825
10204002: Ward 2,16.622944
10204003: Ward 3,13.183764
10204004: Ward 4,10.81022
10204005: Ward 5,15.438228
10204006: Ward 6,11.313058
10204007: Ward 7,17.7621
10204008: Ward 8,11.469675
10204009: Ward 9,12.497259
10204010: Ward 10,21.144289
10204011: Ward 11,13.844863
10204012: Ward 12,24.498365
10204013: Ward 13,16.018877
10204014: Ward 14,25.16307
10204015: Ward 15,26.82041
10204016: Ward 16,17.036028
10204017: Ward 17,6.7306314
10204018: Ward 18,19.43302
10204019: Ward 19,16.52187
10204020: Ward 20,14.167188
10204021: Ward 21,6.818832
10204022: Ward 22,9.894505
10205001: Ward 1,14.633609
10205002: Ward 2,14.930748
10205003: Ward 3,19.471378
10205004: Ward 4,18.329775
10205005: Ward 5,15.097498
10205006: Ward 6,6.922977
10205007: Ward 7,7.8745437
10205008: Ward 8,15.197536
10205009: Ward 9,16.078146
10205010: Ward 10,15.132329
10205011: Ward 11,13.917899
10205012: Ward 12,12.259288
10205013: Ward 13,12.283254
10205014: Ward 14,14.971148
10205015: Ward 15,8.860291
10205016: Ward 16,18.561447
10205017: Ward 17,24.58627
10205018: Ward 18,21.169556
10205019: Ward 19,18.194342
10205020: Ward 20,16.446213
10205021: Ward 21,20.264635
10206001: Ward 1,11.400963
10206002: Ward 2,12.965452
10206003: Ward 3,14.722348
10206004: Ward 4,20.433046
10206005: Ward 5,12.162197
10206006: Ward 6,10.837674
10206007: Ward 7,9.473058
10206008: Ward 8,11.772272
10206009: Ward 9,11.873937
10206010: Ward 10,28.035461
10206011: Ward 11,11.365784
10206012: Ward 12,17.339762
10304001: Ward 1,9.13788
10304002: Ward 2,13.944776
10304003: Ward 3,13.851187
10304004: Ward 4,6.6553335
10304005: Ward 5,18.230352
10301001: Ward 1,12.284085
10301002: Ward 2,15.533913
10301003: Ward 3,14.987598
10301004: Ward 4,11.328866
10301005: Ward 5,13.417966
10301006: Ward 6,17.962412
10301007: Ward 7,13.474868
10301008: Ward 8,14.911291
10301009: Ward 9,17.07335
10301010: Ward 10,15.846123
10301011: Ward 11,16.345985
10301012: Ward 12,20.747469
10301013: Ward 13,16.940704
10302001: Ward 1,16.014582
10302002: Ward 2,7.2413955
10302003: Ward 3,3.9762447
10302004: Ward 4,10.16089
10302005: Ward 5,15.054344
10302006: Ward 6,15.1789465
10302007: Ward 7,6.440066
10302008: Ward 8,11.943857
10302009: Ward 9,7.8296175
10302010: Ward 10,9.786534
10302011: Ward 11,10.519882
10302012: Ward 12,20.857067
10302013: Ward 13,4.8874207
10303001: Ward 1,11.966968
10303002: Ward 2,11.884708
10303003: Ward 3,19.244913
10303004: Ward 4,7.405696
10303005: Ward 5,8.553643
10401001: Ward 1,11.267157
10401002: Ward 2,15.628911
10401003: Ward 3,25.194391
10401004: Ward 4,12.904952
10402001: Ward 1,9.877019
10402002: Ward 2,13.546019
10402003: Ward 3,7.8557186
10402004: Ward 4,12.149941
10402005: Ward 5,10.617943
10402006: Ward 6,12.549081
10402007: Ward 7,8.668541
10402008: Ward 8,18.810444
10403001: Ward 1,20.28301
10403002: Ward 2,21.988037
10403003: Ward 3,22.491026
10403004: Ward 4,8.157411
10403005: Ward 5,6.643427
10403006: Ward 6,7.928467
10403007: Ward 7,9.475034
10403008: Ward 8,7.450291
10403009: Ward 9,14.669707
10403010: Ward 10,5.903061
10403011: Ward 11,11.146037
10403012: Ward 12,19.236725
10403013: Ward 13,14.623657
10403014: Ward 14,12.275747
10404001: Ward 1,11.652892
10404002: Ward 2,7.903417
10404003: Ward 3,5.227426
10404004: Ward 4,9.800679
10404005: Ward 5,8.066117
10404006: Ward 6,15.334317
10404007: Ward 7,18.006762
10404008: Ward 8,18.54669
10404009: Ward 9,21.30005
10404010: Ward 10,25.902115
10404011: Ward 11,18.76206
10404012: Ward 12,19.538095
10404013: Ward 13,17.60247
10404014: Ward 14,13.357314
10404015: Ward 15,20.188639
10404016: Ward 16,15.075709
10404017: Ward 17,15.692579
10404018: Ward 18,5.1383615
10404019: Ward 19,8.900502
10404020: Ward 20,18.651474
10404021: Ward 21,19.710108
10404022: Ward 22,9.292838
10404023: Ward 23,13.02588
10404024: Ward 24,13.222615
10404025: Ward 25,13.285863
10405001: Ward 1,9.240786
10405002: Ward 2,6.796416
10405003: Ward 3,10.249191
10405004: Ward 4,16.36857
10405005: Ward 5,21.802717
10405006: Ward 6,20.50682
10405007: Ward 7,12.166117
10405008: Ward 8,19.831394
10405009: Ward 9,23.229887
10405010: Ward 10,22.912853
10405011: Ward 11,14.891231
10405012: Ward 12,17.165903
10405013: Ward 13,16.529247
10407001: Ward 1,14.623473
10407002: Ward 2,8.39183
10407003: Ward 3,15.691237
10407004: Ward 4,14.361071
10407005: Ward 5,18.092335
10407006: Ward 6,19.203861
10407007: Ward 7,16.42767
10408001: Ward 1,12.915285
10408002: Ward 2,9.857031
10408003: Ward 3,18.104391
10408004: Ward 4,16.455845
10408005: Ward 5,9.763118
10408006: Ward 6,19.788298
10408007: Ward 7,20.968128
10408008: Ward 8,17.756504
10408009: Ward 9,8.075211
10408010: Ward 10,8.587828
10501001: Ward 1,14.857455
10501002: Ward 2,7.6814275
10501003: Ward 3,6.973672
10501004: Ward 4,10.367353
10502001: Ward 1,12.802037
10502002: Ward 2,8.61455
10502003: Ward 3,20.519474
10502004: Ward 4,15.1219225
10503001: Ward 1,22.769249
10503002: Ward 2,12.411578
10503003: Ward 3,19.221798
10503004: Ward 4,14.085043
10503005: Ward 5,19.994308
10503006: Ward 6,26.389843
10503007: Ward 7,18.64335
19100001: Ward 1,6.743117
19100002: Ward 2,7.828796
19100003: Ward 3,7.282026
19100004: Ward 4,9.320802
19100005: Ward 5,6.614358
19100006: Ward 6,14.524722
19100007: Ward 7,9.369946
19100008: Ward 8,9.010407
19100009: Ward 9,14.29107
19100010: Ward 10,12.4514675
19100011: Ward 11,10.10204
19100012: Ward 12,13.065827
19100013: Ward 13,16.29996
19100014: Ward 14,9.989431
19100015: Ward 15,5.330842
19100016: Ward 16,13.16873
19100017: Ward 17,14.068914
19100018: Ward 18,23.089544
19100019: Ward 19,13.061281
19100020: Ward 20,19.419561
19100021: Ward 21,5.8740206
19100022: Ward 22,11.717811
19100023: Ward 23,6.14515
19100024: Ward 24,16.595257
19100025: Ward 25,15.084907
19100026: Ward 26,12.902804
19100027: Ward 27,7.842926
19100028: Ward 28,14.08057
