ward,target
21203004: Ward 4,32.0
21203005: Ward 5,25.0
21203006: Ward 6,18.0
21203007: Ward 7,22.0
21204001: Ward 1,32.0
21204002: Ward 2,26.0
21204003: Ward 3,32.0
21204004: Ward 4,22.0
21204005: Ward 5,29.0
21204006: Ward 6,22.0
21204007: Ward 7,33.0
21204008: Ward 8,33.0
21204009: Ward 9,28.0
21204010: Ward 10,30.0
21204011: Ward 11,32.0
21204012: Ward 12,36.0
21204013: Ward 13,31.0
21204014: Ward 14,29.0
21204015: Ward 15,30.0
21206001: Ward 1,31.0
21206002: Ward 2,30.0
21206003: Ward 3,31.0
21206004: Ward 4,32.0
21206005: Ward 5,31.0
21206006: Ward 6,30.0
21206007: Ward 7,25.0
21206008: Ward 8,30.0
21206009: Ward 9,31.0
21206010: Ward 10,24.0
21206011: Ward 11,28.0
21206012: Ward 12,30.0
21301001: Ward 1,26.0
21301002: Ward 2,24.0
21301003: Ward 3,24.0
21301004: Ward 4,21.0
21301005: Ward 5,9.0
21301006: Ward 6,18.0
21301007: Ward 7,22.0
21301008: Ward 8,18.0
21301009: Ward 9,21.0
21305001: Ward 1,35.0
21305002: Ward 2,32.0
21305003: Ward 3,35.0
21305004: Ward 4,31.0
21305005: Ward 5,38.0
21305006: Ward 6,36.0
21305007: Ward 7,37.0
21305008: Ward 8,30.0
21305009: Ward 9,38.0
21305010: Ward 10,34.0
21305011: Ward 11,43.0
21305012: Ward 12,39.0
21305013: Ward 13,35.0
21305014: Ward 14,27.0
21305015: Ward 15,31.0
21305016: Ward 16,39.0
21305017: Ward 17,34.0
21305018: Ward 18,37.0
21305019: Ward 19,36.0
21305020: Ward 20,38.0
21305021: Ward 21,39.0
21306001: Ward 1,34.0
21306002: Ward 2,36.0
21306003: Ward 3,34.0
21306004: Ward 4,29.0
21306005: Ward 5,34.0
21306006: Ward 6,34.0
21306007: Ward 7,35.0
21306008: Ward 8,35.0
21306009: Ward 9,38.0
21306010: Ward 10,37.0
21306011: Ward 11,30.0
21306012: Ward 12,35.0
21306013: Ward 13,34.0
21306014: Ward 14,27.0
21306015: Ward 15,30.0
21306016: Ward 16,29.0
21306017: Ward 17,35.0
21307001: Ward 1,43.0
21307002: Ward 2,42.0
21307003: Ward 3,40.0
21307004: Ward 4,40.0
21307005: Ward 5,40.0
21307006: Ward 6,41.0
21307007: Ward 7,39.0
21307008: Ward 8,36.0
21307009: Ward 9,36.0
21307010: Ward 10,29.0
21307011: Ward 11,28.0
21307012: Ward 12,40.0
21307013: Ward 13,42.0
21307014: Ward 14,39.0
21307015: Ward 15,38.0
21307016: Ward 16,40.0
21307017: Ward 17,38.0
21307018: Ward 18,37.0
21307019: Ward 19,41.0
21307020: Ward 20,42.0
21308001: Ward 1,20.0
21308002: Ward 2,30.0
21308003: Ward 3,35.0
21308004: Ward 4,23.0
21308005: Ward 5,31.0
21308006: Ward 6,34.0
21308007: Ward 7,36.0
21308008: Ward 8,34.0
21308009: Ward 9,37.0
21401001: Ward 1,33.0
21401002: Ward 2,28.0
21401003: Ward 3,24.0
21401004: Ward 4,25.0
21401005: Ward 5,33.0
21401006: Ward 6,36.0
21401007: Ward 7,37.0
21401008: Ward 8,41.0
21401009: Ward 9,35.0
21401010: Ward 10,39.0
21401011: Ward 11,37.0
21401012: Ward 12,38.0
21401013: Ward 13,42.0
21401014: Ward 14,41.0
21401015: Ward 15,39.0
21401016: Ward 16,34.0
21401017: Ward 17,26.0
21402001: Ward 1,37.0
21402002: Ward 2,37.0
21402003: Ward 3,35.0
21402004: Ward 4,37.0
21402005: Ward 5,37.0
21402006: Ward 6,38.0
21402007: Ward 7,36.0
21402008: Ward 8,29.0
21402009: Ward 9,34.0
21402010: Ward 10,29.0
21402011: Ward 11,33.0
21402012: Ward 12,31.0
21402013: Ward 13,35.0
21402014: Ward 14,26.0
21402015: Ward 15,25.0
21402016: Ward 16,21.0
21402017: Ward 17,33.0
21503001: Ward 1,40.0
21503002: Ward 2,42.0
21503003: Ward 3,44.0
21503004: Ward 4,39.0
21503005: Ward 5,42.0
21503006: Ward 6,34.0
21503007: Ward 7,38.0
21503008: Ward 8,40.0
21503009: Ward 9,37.0
21503010: Ward 10,39.0
21503011: Ward 11,38.0
21503012: Ward 12,42.0
21503013: Ward 13,37.0
21503014: Ward 14,30.0
21503015: Ward 15,23.0
21503016: Ward 16,39.0
21503017: Ward 17,37.0
21503018: Ward 18,42.0
21503019: Ward 19,33.0
21503020: Ward 20,37.0
21503021: Ward 21,34.0
21503022: Ward 22,35.0
21503023: Ward 23,39.0
21503024: Ward 24,41.0
21503025: Ward 25,41.0
21503026: Ward 26,39.0
21503027: Ward 27,38.0
21503028: Ward 28,38.0
21503029: Ward 29,38.0
21503030: Ward 30,40.0
21503031: Ward 31,41.0
21504001: Ward 1,40.0
21504002: Ward 2,38.0
21504003: Ward 3,39.0
21504004: Ward 4,38.0
21504005: Ward 5,36.0
21504006: Ward 6,25.0
21504007: Ward 7,41.0
21504008: Ward 8,40.0
21504009: Ward 9,39.0
21504010: Ward 10,38.0
21504011: Ward 11,40.0
21504012: Ward 12,40.0
21504013: Ward 13,40.0
21504014: Ward 14,39.0
21504015: Ward 15,34.0
21504016: Ward 16,40.0
21504017: Ward 17,39.0
21504018: Ward 18,44.0
21504019: Ward 19,39.0
21504020: Ward 20,39.0
21505001: Ward 1,40.0
21505002: Ward 2,42.0
21505003: Ward 3,39.0
21505004: Ward 4,40.0
21505005: Ward 5,44.0
21505006: Ward 6,42.0
21505007: Ward 7,32.0
21505008: Ward 8,38.0
21505009: Ward 9,35.0
21505010: Ward 10,35.0
21505011: Ward 11,34.0
21505012: Ward 12,34.0
21505013: Ward 13,36.0
21505014: Ward 14,38.0
21505015: Ward 15,37.0
21505016: Ward 16,40.0
21505017: Ward 17,41.0
21505018: Ward 18,41.0
21505019: Ward 19,40.0
21505020: Ward 20,39.0
21505021: Ward 21,34.0
21505022: Ward 22,43.0
21505023: Ward 23,43.0
21505024: Ward 24,41.0
21505025: Ward 25,40.0
21505026: Ward 26,42.0
21505027: Ward 27,42.0
21505028: Ward 28,42.0
21505029: Ward 29,37.0
21505030: Ward 30,38.0
21505031: Ward 31,40.0
21506001: Ward 1,42.0
21506002: Ward 2,31.0
21506003: Ward 3,37.0
21506004: Ward 4,36.0
21506005: Ward 5,37.0
21506006: Ward 6,32.0
21506007: Ward 7,39.0
21506008: Ward 8,40.0
21506009: Ward 9,37.0
21506010: Ward 10,42.0
21506011: Ward 11,41.0
21506012: Ward 12,36.0
21506013: Ward 13,43.0
21506014: Ward 14,36.0
21506015: Ward 15,32.0
21506016: Ward 16,40.0
21506017: Ward 17,39.0
21506018: Ward 18,34.0
21506019: Ward 19,38.0
21506020: Ward 20,36.0
21506021: Ward 21,37.0
21506022: Ward 22,38.0
21506023: Ward 23,38.0
21506024: Ward 24,40.0
21506025: Ward 25,41.0
21506026: Ward 26,36.0
21507001: Ward 1,27.0
21507002: Ward 2,26.0
21507003: Ward 3,27.0
21507004: Ward 4,24.0
21507005: Ward 5,15.0
21507006: Ward 6,15.0
21507007: Ward 7,21.0
21507008: Ward 8,19.0
21507009: Ward 9,24.0
21507010: Ward 10,35.0
21507011: Ward 11,34.0
21507012: Ward 12,31.0
21507013: Ward 13,23.0
21507014: Ward 14,33.0
21507015: Ward 15,39.0
21507016: Ward 16,38.0
21507017: Ward 17,42.0
21507018: Ward 18,38.0
21507019: Ward 19,38.0
21507020: Ward 20,42.0
21507021: Ward 21,39.0
21507022: Ward 22,40.0
21507023: Ward 23,37.0
21507024: Ward 24,39.0
21507025: Ward 25,44.0
21507026: Ward 26,41.0
21507027: Ward 27,44.0
21507028: Ward 28,37.0
21507029: Ward 29,33.0
21507030: Ward 30,31.0
21507031: Ward 31,39.0
21507032: Ward 32,36.0
21507033: Ward 33,31.0
21507034: Ward 34,39.0
21507035: Ward 35,36.0
24401001: Ward 1,30.0
24401002: Ward 2,34.0
24401003: Ward 3,36.0
24401004: Ward 4,38.0
24401005: Ward 5,37.0
24401006: Ward 6,36.0
24401007: Ward 7,37.0
24401008: Ward 8,36.0
24401009: Ward 9,40.0
24401010: Ward 10,36.0
24401011: Ward 11,37.0
24401012: Ward 12,37.0
24401013: Ward 13,34.0
24401014: Ward 14,36.0
24401015: Ward 15,40.0
24401016: Ward 16,39.0
24401017: Ward 17,38.0
24401018: Ward 18,36.0
24401019: Ward 19,16.0
24401020: Ward 20,30.0
24401021: Ward 21,34.0
24401022: Ward 22,37.0
24401023: Ward 23,39.0
24401024: Ward 24,38.0
24401025: Ward 25,36.0
24401026: Ward 26,23.0
24402001: Ward 1,38.0
24402002: Ward 2,41.0
24402003: Ward 3,40.0
24402004: Ward 4,38.0
24402005: Ward 5,40.0
24402006: Ward 6,40.0
24402007: Ward 7,29.0
24402008: Ward 8,37.0
24402009: Ward 9,37.0
24402010: Ward 10,43.0
24402011: Ward 11,39.0
24402012: Ward 12,40.0
24402013: Ward 13,39.0
24402014: Ward 14,41.0
24402015: Ward 15,37.0
24402016: Ward 16,32.0
24402017: Ward 17,34.0
24402018: Ward 18,25.0
24402019: Ward 19,37.0
24402020: Ward 20,37.0
24402021: Ward 21,38.0
24402022: Ward 22,34.0
24402023: Ward 23,39.0
24402024: Ward 24,41.0
24402025: Ward 25,38.0
24402026: Ward 26,40.0
24402027: Ward 27,32.0
24403001: Ward 1,31.0
24403002: Ward 2,42.0
24403003: Ward 3,38.0
24403004: Ward 4,39.0
24403005: Ward 5,39.0
24403006: Ward 6,38.0
24403007: Ward 7,37.0
24403008: Ward 8,38.0
24403009: Ward 9,39.0
24403010: Ward 10,40.0
24403011: Ward 11,42.0
24403012: Ward 12,43.0
24403013: Ward 13,35.0
24403014: Ward 14,42.0
24403015: Ward 15,40.0
24403016: Ward 16,41.0
24403017: Ward 17,35.0
24403018: Ward 18,38.0
24403019: Ward 19,40.0
24403020: Ward 20,39.0
24403021: Ward 21,39.0
24403022: Ward 22,38.0
24403023: Ward 23,35.0
24403024: Ward 24,27.0
24403025: Ward 25,42.0
24403026: Ward 26,37.0
24403027: Ward 27,42.0
24403028: Ward 28,41.0
24403029: Ward 29,36.0
24403030: Ward 30,39.0
24403031: Ward 31,39.0
24404001: Ward 1,38.0
24404002: Ward 2,42.0
24404003: Ward 3,43.0
24404004: Ward 4,41.0
24404005: Ward 5,42.0
24404006: Ward 6,42.0
24404007: Ward 7,41.0
24404008: Ward 8,37.0
24404009: Ward 9,33.0
24404010: Ward 10,39.0
24404011: Ward 11,40.0
24404012: Ward 12,40.0
24404013: Ward 13,39.0
24404014: Ward 14,40.0
24404015: Ward 15,43.0
24404016: Ward 16,41.0
24404017: Ward 17,43.0
29200001: Ward 1,21.0
29200002: Ward 2,26.0
29200003: Ward 3,18.0
29200004: Ward 4,6.0
29200005: Ward 5,27.0
29200006: Ward 6,23.0
29200007: Ward 7,27.0
29200008: Ward 8,26.0
29200009: Ward 9,17.0
29200010: Ward 10,19.0
29200011: Ward 11,25.0
29200012: Ward 12,25.0
29200013: Ward 13,26.0
29200014: Ward 14,25.0
29200015: Ward 15,16.0
29200016: Ward 16,14.0
29200017: Ward 17,27.0
29200018: Ward 18,9.0
29200019: Ward 19,16.0
29200020: Ward 20,24.0
29200021: Ward 21,21.0
29200022: Ward 22,22.0
29200023: Ward 23,23.0
29200024: Ward 24,28.0
29200025: Ward 25,22.0
29200026: Ward 26,29.0
29200027: Ward 27,8.0
29200028: Ward 28,16.0
29200029: Ward 29,18.0
29200030: Ward 30,25.0
29200031: Ward 31,18.0
29200032: Ward 32,34.0
29200033: Ward 33,30.0
29200034: Ward 34,28.0
29200035: Ward 35,17.0
29200036: Ward 36,27.0
29200037: Ward 37,16.0
29200038: Ward 38,30.0
29200039: Ward 39,21.0
29200040: Ward 40,30.0
29200041: Ward 41,20.0
29200042: Ward 42,25.0
29200043: Ward 43,21.0
29200044: Ward 44,19.0
29200045: Ward 45,25.0
29200046: Ward 46,17.0
29200047: Ward 47,17.0
29200048: Ward 48,24.0
29200049: Ward 49,33.0
29200050: Ward 50,26.0
29300001: Ward 1,9.0
29300002: Ward 2,11.0
29300003: Ward 3,8.0
29300004: Ward 4,21.0
29300005: Ward 5,15.0
29300006: Ward 6,6.0
29300007: Ward 7,11.0
29300008: Ward 8,6.0
29300009: Ward 9,7.0
29300010: Ward 10,16.0
29300011: Ward 11,14.0
29300012: Ward 12,11.0
29300013: Ward 13,22.0
29300014: Ward 14,21.0
29300015: Ward 15,24.0
29300016: Ward 16,24.0
29300017: Ward 17,24.0
29300018: Ward 18,24.0
29300019: Ward 19,24.0
29300020: Ward 20,24.0
29300021: Ward 21,23.0
29300022: Ward 22,24.0
29300023: Ward 23,21.0
29300024: Ward 24,23.0
29300025: Ward 25,22.0
29300026: Ward 26,22.0
29300027: Ward 27,25.0
29300028: Ward 28,21.0
29300029: Ward 29,16.0
29300030: Ward 30,20.0
29300031: Ward 31,15.0
29300032: Ward 32,17.0
29300033: Ward 33,22.0
29300034: Ward 34,17.0
29300035: Ward 35,16.0
29300036: Ward 36,18.0
29300037: Ward 37,21.0
29300038: Ward 38,22.0
29300039: Ward 39,7.0
29300040: Ward 40,15.0
29300041: Ward 41,21.0
29300042: Ward 42,25.0
29300043: Ward 43,24.0
29300044: Ward 44,23.0
29300045: Ward 45,22.0
29300046: Ward 46,21.0
29300047: Ward 47,23.0
29300048: Ward 48,16.0
29300049: Ward 49,16.0
29300050: Ward 50,23.0
29300051: Ward 51,8.0
29300052: Ward 52,13.0
29300053: Ward 53,14.0
29300054: Ward 54,26.0
29300055: Ward 55,25.0
29300056: Ward 56,24.0
29300057: Ward 57,23.0
29300058: Ward 58,22.0
29300059: Ward 59,17.0
29300060: Ward 60,18.0
10101001: Ward 1,15.0
10101002: Ward 2,15.0
10101003: Ward 3,19.0
10101004: Ward 4,17.0
10101005: Ward 5,12.0
10101006: Ward 6,16.0
10101007: Ward 7,14.0
10101008: Ward 8,14.0
10102001: Ward 1,18.0
10102002: Ward 2,15.0
10102003: Ward 3,17.0
10102004: Ward 4,16.0
10102005: Ward 5,14.0
10102006: Ward 6,20.0
10103001: Ward 1,13.0
10103002: Ward 2,18.0
10103003: Ward 3,13.0
10103004: Ward 4,17.0
10103005: Ward 5,16.0
10103006: Ward 6,11.0
10103007: Ward 7,13.0
10104001: Ward 1,18.0
10104002: Ward 2,18.0
10104003: Ward 3,14.0
10104004: Ward 4,19.0
10104005: Ward 5,7.0
10104006: Ward 6,7.0
10104007: Ward 7,15.0
10104008: Ward 8,7.0
10104009: Ward 9,17.0
10104010: Ward 10,10.0
10104011: Ward 11,11.0
10104012: Ward 12,18.0
10104013: Ward 13,11.0
10105001: Ward 1,14.0
10105002: Ward 2,15.0
10105003: Ward 3,14.0
10105004: Ward 4,16.0
10105005: Ward 5,11.0
10105006: Ward 6,16.0
10105007: Ward 7,16.0
10105008: Ward 8,11.0
10105009: Ward 9,19.0
10105010: Ward 10,9.0
10105011: Ward 11,18.0
10105012: Ward 12,16.0
10202001: Ward 1,23.0
10202002: Ward 2,15.0
10202003: Ward 3,14.0
10202004: Ward 4,15.0
10202005: Ward 5,14.0
10202006: Ward 6,18.0
10202007: Ward 7,16.0
10202008: Ward 8,15.0
10202009: Ward 9,15.0
10202010: Ward 10,20.0
10202011: Ward 11,16.0
10202012: Ward 12,17.0
10203001: Ward 1,14.0
10203002: Ward 2,7.0
10203003: Ward 3,15.0
10203004: Ward 4,9.0
10203005: Ward 5,20.0
10203006: Ward 6,23.0
10203007: Ward 7,16.0
10203008: Ward 8,22.0
10203009: Ward 9,23.0
10203010: Ward 10,17.0
10203011: Ward 11,16.0
10203012: Ward 12,22.0
10203013: Ward 13,17.0
10203014: Ward 14,21.0
10203015: Ward 15,6.0
10203016: Ward 16,26.0
10203017: Ward 17,11.0
10203018: Ward 18,12.0
10203019: Ward 19,11.0
10203020: Ward 20,15.0
10203021: Ward 21,20.0
10203022: Ward 22,11.0
10203023: Ward 23,11.0
10203024: Ward 24,23.0
10203025: Ward 25,17.0
10203026: Ward 26,16.0
10203027: Ward 27,18.0
10203028: Ward 28,13.0
10203029: Ward 29,12.0
10203030: Ward 30,18.0
10203031: Ward 31,17.0
10204001: Ward 1,16.0
10204002: Ward 2,20.0
10204003: Ward 3,15.0
10204004: Ward 4,13.0
10204005: Ward 5,15.0
10204006: Ward 6,14.0
10204007: Ward 7,14.0
10204008: Ward 8,13.0
10204009: Ward 9,14.0
10204010: Ward 10,17.0
10204011: Ward 11,14.0
10204012: Ward 12,24.0
10204013: Ward 13,16.0
10204014: Ward 14,24.0
10204015: Ward 15,23.0
10204016: Ward 16,18.0
10204017: Ward 17,10.0
10204018: Ward 18,20.0
10204019: Ward 19,16.0
10204020: Ward 20,15.0
10204021: Ward 21,9.0
10204022: Ward 22,7.0
10205001: Ward 1,18.0
10205002: Ward 2,20.0
10205003: Ward 3,21.0
10205004: Ward 4,20.0
10205005: Ward 5,16.0
10205006: Ward 6,9.0
10205007: Ward 7,11.0
10205008: Ward 8,18.0
10205009: Ward 9,16.0
10205010: Ward 10,18.0
10205011: Ward 11,15.0
10205012: Ward 12,15.0
10205013: Ward 13,14.0
10205014: Ward 14,17.0
10205015: Ward 15,10.0
10205016: Ward 16,22.0
10205017: Ward 17,26.0
10205018: Ward 18,21.0
10205019: Ward 19,20.0
10205020: Ward 20,17.0
10205021: Ward 21,19.0
10206001: Ward 1,13.0
10206002: Ward 2,15.0
10206003: Ward 3,17.0
10206004: Ward 4,22.0
10206005: Ward 5,14.0
10206006: Ward 6,15.0
10206007: Ward 7,14.0
10206008: Ward 8,15.0
10206009: Ward 9,15.0
10206010: Ward 10,26.0
10206011: Ward 11,15.0
10206012: Ward 12,17.0
10304001: Ward 1,11.0
10304002: Ward 2,15.0
10304003: Ward 3,15.0
10304004: Ward 4,12.0
10304005: Ward 5,18.0
10301001: Ward 1,15.0
10301002: Ward 2,17.0
10301003: Ward 3,16.0
10301004: Ward 4,12.0
10301005: Ward 5,15.0
10301006: Ward 6,18.0
10301007: Ward 7,16.0
10301008: Ward 8,17.0
10301009: Ward 9,19.0
10301010: Ward 10,16.0
10301011: Ward 11,17.0
10301012: Ward 12,22.0
10301013: Ward 13,16.0
10302001: Ward 1,15.0
10302002: Ward 2,11.0
10302003: Ward 3,7.0
10302004: Ward 4,15.0
10302005: Ward 5,20.0
10302006: Ward 6,19.0
10302007: Ward 7,7.0
10302008: Ward 8,15.0
10302009: Ward 9,9.0
10302010: Ward 10,12.0
10302011: Ward 11,14.0
10302012: Ward 12,20.0
10302013: Ward 13,7.0
10303001: Ward 1,14.0
10303002: Ward 2,15.0
10303003: Ward 3,19.0
10303004: Ward 4,9.0
10303005: Ward 5,11.0
10401001: Ward 1,15.0
10401002: Ward 2,16.0
10401003: Ward 3,20.0
10401004: Ward 4,13.0
10402001: Ward 1,10.0
10402002: Ward 2,14.0
10402003: Ward 3,10.0
10402004: Ward 4,16.0
10402005: Ward 5,13.0
10402006: Ward 6,14.0
10402007: Ward 7,11.0
10402008: Ward 8,20.0
10403001: Ward 1,23.0
10403002: Ward 2,22.0
10403003: Ward 3,21.0
10403004: Ward 4,9.0
10403005: Ward 5,9.0
10403006: Ward 6,8.0
10403007: Ward 7,10.0
10403008: Ward 8,8.0
10403009: Ward 9,18.0
10403010: Ward 10,6.0
10403011: Ward 11,11.0
10403012: Ward 12,20.0
10403013: Ward 13,15.0
10403014: Ward 14,17.0
10404001: Ward 1,13.0
10404002: Ward 2,7.0
10404003: Ward 3,6.0
10404004: Ward 4,11.0
10404005: Ward 5,9.0
10404006: Ward 6,17.0
10404007: Ward 7,18.0
10404008: Ward 8,18.0
10404009: Ward 9,22.0
10404010: Ward 10,25.0
10404011: Ward 11,18.0
10404012: Ward 12,21.0
10404013: Ward 13,20.0
10404014: Ward 14,16.0
10404015: Ward 15,23.0
10404016: Ward 16,16.0
10404017: Ward 17,19.0
10404018: Ward 18,6.0
10404019: Ward 19,10.0
10404020: Ward 20,21.0
10404021: Ward 21,23.0
10404022: Ward 22,11.0
10404023: Ward 23,11.0
10404024: Ward 24,17.0
10404025: Ward 25,16.0
10405001: Ward 1,11.0
10405002: Ward 2,10.0
10405003: Ward 3,12.0
10405004: Ward 4,19.0
10405005: Ward 5,22.0
10405006: Ward 6,18.0
10405007: Ward 7,14.0
10405008: Ward 8,20.0
10405009: Ward 9,23.0
10405010: Ward 10,23.0
10405011: Ward 11,17.0
10405012: Ward 12,16.0
10405013: Ward 13,17.0
10407001: Ward 1,15.0
10407002: Ward 2,9.0
10407003: Ward 3,18.0
10407004: Ward 4,18.0
10407005: Ward 5,21.0
10407006: Ward 6,22.0
10407007: Ward 7,15.0
10408001: Ward 1,15.0
10408002: Ward 2,10.0
10408003: Ward 3,19.0
10408004: Ward 4,17.0
10408005: Ward 5,12.0
10408006: Ward 6,19.0
10408007: Ward 7,21.0
10408008: Ward 8,17.0
10408009: Ward 9,10.0
10408010: Ward 10,9.0
10501001: Ward 1,19.0
10501002: Ward 2,12.0
10501003: Ward 3,11.0
10501004: Ward 4,15.0
10502001: Ward 1,16.0
10502002: Ward 2,11.0
10502003: Ward 3,21.0
10502004: Ward 4,15.0
10503001: Ward 1,22.0
10503002: Ward 2,14.0
10503003: Ward 3,20.0
10503004: Ward 4,14.0
10503005: Ward 5,20.0
10503006: Ward 6,24.0
10503007: Ward 7,20.0
19100001: Ward 1,6.0
19100002: Ward 2,9.0
19100003: Ward 3,8.0
19100004: Ward 4,12.0
19100005: Ward 5,7.0
19100006: Ward 6,16.0
19100007: Ward 7,13.0
19100008: Ward 8,8.0
19100009: Ward 9,16.0
19100010: Ward 10,13.0
19100011: Ward 11,13.0
19100012: Ward 12,16.0
19100013: Ward 13,19.0
19100014: Ward 14,12.0
19100015: Ward 15,6.0
19100016: Ward 16,16.0
19100017: Ward 17,14.0
19100018: Ward 18,23.0
19100019: Ward 19,16.0
19100020: Ward 20,20.0
19100021: Ward 21,6.0
19100022: Ward 22,15.0
19100023: Ward 23,6.0
19100024: Ward 24,17.0
19100025: Ward 25,17.0
19100026: Ward 26,14.0
19100027: Ward 27,9.0
19100028: Ward 28,16.0
19100029: Ward 29,16.0
19100030: Ward 30,15.0
19100031: Ward 31,16.0
19100032: Ward 32,17.0
19100033: Ward 33,24.0
19100034: Ward 34,23.0
19100035: Ward 35,22.0
19100036: Ward 36,23.0
19100037: Ward 37,24.0
19100038: Ward 38,21.0
19100039: Ward 39,24.0
19100040: Ward 40,23.0
19100041: Ward 41,20.0
19100042: Ward 42,21.0
19100043: Ward 43,12.0
19100044: Ward 44,17.0
19100045: Ward 45,20.0
19100046: Ward 46,16.0
19100047: Ward 47,20.0
19100048: Ward 48,13.0
19100049: Ward 49,16.0
19100050: Ward 50,16.0
19100051: Ward 51,22.0
19100052: Ward 52,25.0
19100053: Ward 53,10.0
19100054: Ward 54,9.0
19100055: Ward 55,13.0
19100056: Ward 56,14.0
19100057: Ward 57,14.0
19100058: Ward 58,8.0
19100059: Ward 59,10.0
19100060: Ward 60,10.0
19100061: Ward 61,12.0
19100062: Ward 62,8.0
19100063: Ward 63,10.0
19100064: Ward 64,9.0
19100065: Ward 65,14.0
19100066: Ward 66,16.0
19100067: Ward 67,17.0
19100068: Ward 68,16.0
19100069: Ward 69,16.0
19100070: Ward 70,6.0
19100071: Ward 71,8.0
19100072: Ward 72,12.0
19100073: Ward 73,8.0
19100074: Ward 74,14.0
19100075: Ward 75,16.0
19100076: Ward 76,15.0
19100077: Ward 77,11.0
19100078: Ward 78,14.0
19100079: Ward 79,16.0
19100080: Ward 80,21.0
19100081: Ward 81,14.0
19100082: Ward 82,18.0
19100083: Ward 83,14.0
19100084: Ward 84,8.0
19100085: Ward 85,16.0
19100086: Ward 86,19.0
19100087: Ward 87,27.0
19100088: Ward 88,19.0
19100089: Ward 89,25.0
19100090: Ward 90,26.0
19100091: Ward 91,26.0
19100092: Ward 92,20.0
19100093: Ward 93,26.0
19100094: Ward 94,20.0
19100095: Ward 95,26.0
19100096: Ward 96,22.0
19100097: Ward 97,22.0
