ward,target
21009002: Ward 2,14.337645211155083
21009003: Ward 3,19.221061967088243
21009004: Ward 4,15.886250651922461
21009005: Ward 5,17.54196503001444
21009006: Ward 6,17.348287353396245
21201001: Ward 1,25.016240876429947
21201002: Ward 2,35.32848828013848
21201003: Ward 3,39.21394449684384
21201004: Ward 4,40.79683422379037
21201005: Ward 5,39.48943209721709
21201006: Ward 6,38.87258913842299
21201007: Ward 7,41.055452625972165
21201008: Ward 8,39.735791794541704
21201009: Ward 9,33.10277900017327
21201010: Ward 10,36.53336197622408
21201011: Ward 11,40.06573269013156
21201012: Ward 12,40.88215194807324
21201013: Ward 13,31.760878664977543
21201014: Ward 14,41.1224273562064
21201015: Ward 15,43.00449393301228
21201016: Ward 16,42.36238000549088
21201017: Ward 17,42.00044951209942
21201018: Ward 18,42.54399966928179
21201019: Ward 19,38.673372312639025
21201020: Ward 20,41.5126839379722
21201021: Ward 21,36.04824664591979
21201022: Ward 22,41.13786184781389
21201023: Ward 23,39.3399307341647
21201024: Ward 24,35.12484259414064
21201025: Ward 25,27.743642170708565
21201026: Ward 26,43.48867534943046
21201027: Ward 27,35.14457174390214
21201028: Ward 28,38.06829267652194
21201029: Ward 29,34.669015819549756
21201030: Ward 30,35.44629785219146
21201031: Ward 31,41.10326982408824
21202001: Ward 1,21.042667214157753
21202002: Ward 2,27.305824960112847
21202003: Ward 3,28.50302161418127
21202004: Ward 4,24.425159744923526
21202005: Ward 5,28.55856853016095
21202006: Ward 6,29.252171542020864
21202007: Ward 7,34.04524681591495
21202008: Ward 8,36.30736250395026
21202009: Ward 9,33.70790975149091
21202010: Ward 10,35.80571221422994
21202011: Ward 11,33.914475370020874
21202012: Ward 12,34.92513678135882
21202013: Ward 13,34.881831696734764
21202014: Ward 14,34.691927365156126
21202015: Ward 15,38.11614621697751
21202016: Ward 16,32.43201359318555
21202017: Ward 17,35.62862013572995
21202018: Ward 18,31.795446184457234
21202019: Ward 19,36.99636359331175
21202020: Ward 20,36.59419530706041
21202021: Ward 21,35.71490468971176
21202022: Ward 22,39.432699891194645
21202023: Ward 23,39.124454029654544
21202024: Ward 24,39.598359162431
21202025: Ward 25,40.41992097530535
21202026: Ward 26,38.54952785470002
21202027: Ward 27,36.8574457923738
21202028: Ward 28,36.05327095236363
21202029: Ward 29,35.683793468723
21202030: Ward 30,32.93283919410321
21202031: Ward 31,38.831981190996274
21203001: Ward 1,19.196275655681287
21203002: Ward 2,32.60824114374278
21203003: Ward 3,31.098928788987703
21203004: Ward 4,31.777124766283425
21203005: Ward 5,25.44901925801658
21203006: Ward 6,17.704276217129955
21203007: Ward 7,22.119976486014977
21204001: Ward 1,31.438536223997332
21204002: Ward 2,25.94983886289252
21204003: Ward 3,32.29714648229413
21204004: Ward 4,22.477509708174864
21204005: Ward 5,28.043860628406943
21204006: Ward 6,22.329324059177544
21204007: Ward 7,32.8018406456064
21204008: Ward 8,32.90820492955026
21204009: Ward 9,27.84399779975243
21204010: Ward 10,29.348179141075402
21204011: Ward 11,32.324183825748676
21204012: Ward 12,36.2366869647171
21204013: Ward 13,31.330051772282363
21204014: Ward 14,28.180297037936366
21204015: Ward 15,30.32437935442407
21206001: Ward 1,30.774526393158837
21206002: Ward 2,30.57433458561875
21206003: Ward 3,31.123689633676474
21206004: Ward 4,31.842946706733702
21206005: Ward 5,30.6587168719936
21206006: Ward 6,30.23511448756578
21206007: Ward 7,24.510427226185026
21206008: Ward 8,30.343009599577005
21206009: Ward 9,30.846772953744935
21206010: Ward 10,24.018473853243854
21206011: Ward 11,27.883471198903752
21206012: Ward 12,30.01461888429306
21301001: Ward 1,25.37838827118022
21301002: Ward 2,23.849764621157227
21301003: Ward 3,23.83513493706471
21301004: Ward 4,21.28625179971924
21301005: Ward 5,8.894144121523002
21301006: Ward 6,17.250811133514976
21301007: Ward 7,21.991909152255612
21301008: Ward 8,18.48399318571017
21301009: Ward 9,20.204590965781822
21305001: Ward 1,34.48690623159358
21305002: Ward 2,32.19755515776523
21305003: Ward 3,35.64953372466633
21305004: Ward 4,31.29889189248931
21305005: Ward 5,37.93667202033371
21305006: Ward 6,36.01817677482566
21305007: Ward 7,37.07114808339571
21305008: Ward 8,30.077511057347603
21305009: Ward 9,39.01141351055509
21305010: Ward 10,34.356842459662566
21305011: Ward 11,43.49462012270157
21305012: Ward 12,38.52920483102299
21305013: Ward 13,34.88808393560588
21305014: Ward 14,25.693554303581823
21305015: Ward 15,30.857441183320297
21305016: Ward 16,39.21822215154388
21305017: Ward 17,34.8775249343754
21305018: Ward 18,36.84815570717754
21305019: Ward 19,36.56250762102675
21305020: Ward 20,38.081114768293055
21305021: Ward 21,38.88574342495079
21306001: Ward 1,33.8360589964032
21306002: Ward 2,35.9935864779781
21306003: Ward 3,34.255156767260964
21306004: Ward 4,30.091031825960954
21306005: Ward 5,33.99562979360857
21306006: Ward 6,34.47745838210482
21306007: Ward 7,34.82725052061711
21306008: Ward 8,35.12443349657273
21306009: Ward 9,38.13975335766416
21306010: Ward 10,37.30626509056789
21306011: Ward 11,29.59404678137913
21306012: Ward 12,34.84953929414065
21306013: Ward 13,34.495551382612305
21306014: Ward 14,27.006511886438506
21306015: Ward 15,29.378427674935825
21306016: Ward 16,28.64113427574813
21306017: Ward 17,35.61430250308984
21307001: Ward 1,43.13750658555349
21307002: Ward 2,41.70615751139141
21307003: Ward 3,40.12317315617218
21307004: Ward 4,39.36474207054864
21307005: Ward 5,40.23840698772994
21307006: Ward 6,41.50906393036898
21307007: Ward 7,39.62510186529625
21307008: Ward 8,36.37994327318076
21307009: Ward 9,35.8849063372278
21307010: Ward 10,28.71636755857806
21307011: Ward 11,27.657224472413915
21307012: Ward 12,40.455505702569525
21307013: Ward 13,42.77279998960641
21307014: Ward 14,39.240820636023514
21307015: Ward 15,38.113854323780764
21307016: Ward 16,39.704133577442775
21307017: Ward 17,38.58985913707538
21307018: Ward 18,35.94711249023316
21307019: Ward 19,40.94883615502351
21307020: Ward 20,41.43894493593956
21308001: Ward 1,20.0943288953107
21308002: Ward 2,29.329398181985024
21308003: Ward 3,34.38372732274383
21308004: Ward 4,23.168609804588232
21308005: Ward 5,31.155250500927824
21308006: Ward 6,33.99763179000426
21308007: Ward 7,36.65564928156096
21308008: Ward 8,34.472711762773784
21308009: Ward 9,36.683581058683416
21401001: Ward 1,33.097883664845455
21401002: Ward 2,28.00664406945614
21401003: Ward 3,23.83494517332941
21401004: Ward 4,25.011629756671663
21401005: Ward 5,33.13094302243103
21401006: Ward 6,35.22636702585989
21401007: Ward 7,38.12570398744121
21401008: Ward 8,41.81529148290961
21401009: Ward 9,35.553698662544896
21401010: Ward 10,39.135507886795715
21401011: Ward 11,37.51451871401926
21401012: Ward 12,38.69020242325135
21401013: Ward 13,42.13282680532832
21401014: Ward 14,41.649374344981794
21401015: Ward 15,39.744113179067355
21401016: Ward 16,33.38939081370909
21401017: Ward 17,26.34981809102246
21402001: Ward 1,36.94649057928663
21402002: Ward 2,36.99711878246524
21402003: Ward 3,35.37362593974919
21402004: Ward 4,36.23580563306311
21402005: Ward 5,37.83483753166096
21402006: Ward 6,37.53529323621176
21402007: Ward 7,36.11150403169411
21402008: Ward 8,29.036248510762572
21402009: Ward 9,33.62374464231123
21402010: Ward 10,28.55202383392084
21402011: Ward 11,32.90635204264225
21402012: Ward 12,31.039341987347047
21402013: Ward 13,35.119674509476475
21402014: Ward 14,26.67979008390106
21402015: Ward 15,25.81725618949037
21402016: Ward 16,20.721541355881282
21402017: Ward 17,33.24593072122459
21503001: Ward 1,40.14774273408719
21503002: Ward 2,42.0386693150417
21503003: Ward 3,42.42034393658553
21503004: Ward 4,39.57140419753583
21503005: Ward 5,41.20118419380373
21503006: Ward 6,33.12115632201604
21503007: Ward 7,38.1099720132674
21503008: Ward 8,39.526649229329955
21503009: Ward 9,36.723386493455074
21503010: Ward 10,38.79520560452566
21503011: Ward 11,37.56091790007112
21503012: Ward 12,41.84145100873313
21503013: Ward 13,37.35881439136095
21503014: Ward 14,29.607644956980728
21503015: Ward 15,22.81377378816578
21503016: Ward 16,39.0156265868059
21503017: Ward 17,36.364155787922996
21503018: Ward 18,41.32977420006682
21503019: Ward 19,32.564243825451335
21503020: Ward 20,36.79822991687594
21503021: Ward 21,34.78218493751605
21503022: Ward 22,35.734937170902164
21503023: Ward 23,39.39928720877915
21503024: Ward 24,40.10672811565238
21503025: Ward 25,41.33862484627217
21503026: Ward 26,39.24259713153424
21503027: Ward 27,38.111458389950265
21503028: Ward 28,38.6510927592877
21503029: Ward 29,37.80937296831231
21503030: Ward 30,40.8401684959417
21503031: Ward 31,40.25900495501873
21504001: Ward 1,40.19071306723473
21504002: Ward 2,38.88285186950857
21504003: Ward 3,38.97473073662195
21504004: Ward 4,38.35133008865616
21504005: Ward 5,35.511292459143334
21504006: Ward 6,24.720448806181267
21504007: Ward 7,40.84411537173048
21504008: Ward 8,40.341606775011755
21504009: Ward 9,39.19506304960483
21504010: Ward 10,37.908063066930474
21504011: Ward 11,39.64849310992033
21504012: Ward 12,40.020575156845986
21504013: Ward 13,40.00875099686098
21504014: Ward 14,38.91645515179198
21504015: Ward 15,33.956854697931036
21504016: Ward 16,40.24311221284224
21504017: Ward 17,40.00335347993527
21504018: Ward 18,42.84709721947698
21504019: Ward 19,39.09030476594649
21504020: Ward 20,38.69829515944493
21505001: Ward 1,39.458532949842784
21505002: Ward 2,41.981516083325644
21505003: Ward 3,39.36840117895296
21505004: Ward 4,39.71011823208234
21505005: Ward 5,43.34800673060692
21505006: Ward 6,41.11794520580105
21505007: Ward 7,32.220058900181286
21505008: Ward 8,38.49149073917167
21505009: Ward 9,34.65686175619145
21505010: Ward 10,34.84196750407433
21505011: Ward 11,34.0292195289262
21505012: Ward 12,34.207465895710676
21505013: Ward 13,36.8956808619214
21505014: Ward 14,38.17471789296578
21505015: Ward 15,36.92557565326469
21505016: Ward 16,40.44299335310855
21505017: Ward 17,41.07311739401548
21505018: Ward 18,39.94454528166843
21505019: Ward 19,40.15080933414704
21505020: Ward 20,39.13236024027807
21505021: Ward 21,33.24273759587111
21505022: Ward 22,43.48930939689411
21505023: Ward 23,43.28248528591924
21505024: Ward 24,41.222241821696215
21505025: Ward 25,39.699882277952405
21505026: Ward 26,43.25180471761712
21505027: Ward 27,42.1572848232722
21505028: Ward 28,42.45767512503472
21505029: Ward 29,37.38561029025776
21505030: Ward 30,38.7017657683476
21505031: Ward 31,40.17868421980642
21506001: Ward 1,41.65985173390587
21506002: Ward 2,30.954070830588236
21506003: Ward 3,38.019955848485004
21506004: Ward 4,36.300015610990386
21506005: Ward 5,37.122238363544945
21506006: Ward 6,31.56954825057487
21506007: Ward 7,38.68039003010855
21506008: Ward 8,40.88267916324651
21506009: Ward 9,36.68976887613153
21506010: Ward 10,42.053378876965226
21506011: Ward 11,41.51317932458877
21506012: Ward 12,36.491460277229955
21506013: Ward 13,42.838892579205854
21506014: Ward 14,35.27060271237006
21506015: Ward 15,31.357355161468984
21506016: Ward 16,40.43990959299247
21506017: Ward 17,38.91143254148772
21506018: Ward 18,34.75272330862086
21506019: Ward 19,37.98211061619414
21506020: Ward 20,36.445321681550254
21506021: Ward 21,35.64189745212513
21506022: Ward 22,37.61891536948131
21506023: Ward 23,37.90440749217913
21506024: Ward 24,39.94050001620908
21506025: Ward 25,41.62126413044223
21506026: Ward 26,36.34238882250693
21507001: Ward 1,27.20048412384491
21507002: Ward 2,25.994787706792508
21507003: Ward 3,26.135327167707466
21507004: Ward 4,23.674506720262023
21507005: Ward 5,14.545440403543322
21507006: Ward 6,15.207465453845993
21507007: Ward 7,21.191565029040106
21507008: Ward 8,19.09367682625348
21507009: Ward 9,23.75419044632299
21507010: Ward 10,34.15920467584121
21507011: Ward 11,32.86412612581284
21507012: Ward 12,30.80383671129089
21507013: Ward 13,23.08234079135828
21507014: Ward 14,33.310446168579176
21507015: Ward 15,38.407092711900546
21507016: Ward 16,38.86120227551762
21507017: Ward 17,41.68091486316415
21507018: Ward 18,38.61822931450908
21507019: Ward 19,37.68697953050854
21507020: Ward 20,40.91311743965722
21507021: Ward 21,38.80640530847379
21507022: Ward 22,40.28261579842085
21507023: Ward 23,36.859553167637976
21507024: Ward 24,38.889121158141194
21507025: Ward 25,43.851989588120276
21507026: Ward 26,40.87811170933422
21507027: Ward 27,43.58772649980052
21507028: Ward 28,36.99381258066149
21507029: Ward 29,34.03891138110644
21507030: Ward 30,30.515285777513373
21507031: Ward 31,39.37058710780481
21507032: Ward 32,35.96420265272408
21507033: Ward 33,31.07219657351014
21507034: Ward 34,39.45983095486576
21507035: Ward 35,36.21505156048609
24401001: Ward 1,29.543289779348118
24401002: Ward 2,34.1454706517032
24401003: Ward 3,36.0418568275032
24401004: Ward 4,37.5145381560492
24401005: Ward 5,37.70990167765293
24401006: Ward 6,35.523244996922976
24401007: Ward 7,37.501690604962576
24401008: Ward 8,36.62949547305186
24401009: Ward 9,39.4121304355187
24401010: Ward 10,36.36042255125667
24401011: Ward 11,37.44164055389035
24401012: Ward 12,37.174026724211785
24401013: Ward 13,35.30920857344439
24401014: Ward 14,35.749742115274884
24401015: Ward 15,39.72456608160266
24401016: Ward 16,39.70345512893314
24401017: Ward 17,37.724069663326205
24401018: Ward 18,36.17591713319626
24401019: Ward 19,15.63735568226418
24401020: Ward 20,29.321143591327267
24401021: Ward 21,33.76868208480052
24401022: Ward 22,37.14814719146953
24401023: Ward 23,38.80742189711603
24401024: Ward 24,38.75878657138876
24401025: Ward 25,35.63026064034222
24401026: Ward 26,22.96965876626738
24402001: Ward 1,38.32076603668075
24402002: Ward 2,41.842922516855054
24402003: Ward 3,39.146710553548125
24402004: Ward 4,38.661315754132076
24402005: Ward 5,39.84768978028182
24402006: Ward 6,39.316360024164176
24402007: Ward 7,29.212455026582347
24402008: Ward 8,36.94182840037593
24402009: Ward 9,36.36866413436898
24402010: Ward 10,42.195787998664166
24402011: Ward 11,39.33404903453047
24402012: Ward 12,39.02238667692669
24402013: Ward 13,39.46204368421927
24402014: Ward 14,41.115134492743834
24402015: Ward 15,36.50364266565937
24402016: Ward 16,31.957718631056686
24402017: Ward 17,32.93913987500427
24402018: Ward 18,25.093487577461506
24402019: Ward 19,37.73070531606789
24402020: Ward 20,37.75870871070265
24402021: Ward 21,38.60460241486524
24402022: Ward 22,33.87347646776844
24402023: Ward 23,39.88350946962301
24402024: Ward 24,40.91644629372568
24402025: Ward 25,37.86985344627168
24402026: Ward 26,40.39415542355666
24402027: Ward 27,31.731236400235314
24403001: Ward 1,31.438458522950267
24403002: Ward 2,41.64181449616309
24403003: Ward 3,38.58108579609194
24403004: Ward 4,39.39859122802033
24403005: Ward 5,38.92633467868555
24403006: Ward 6,38.0125395920326
24403007: Ward 7,37.18537158896149
24403008: Ward 8,38.14255798264437
24403009: Ward 9,38.18402035352835
24403010: Ward 10,39.869628132450266
24403011: Ward 11,41.71210338816846
24403012: Ward 12,42.803569409060934
24403013: Ward 13,36.29303279558556
24403014: Ward 14,41.82644876415823
24403015: Ward 15,40.44662633316683
24403016: Ward 16,41.429862400998374
24403017: Ward 17,35.9422876836433
24403018: Ward 18,36.95560754062404
24403019: Ward 19,39.045786880251846
24403020: Ward 20,38.472460572650796
24403021: Ward 21,39.48273467902085
24403022: Ward 22,38.340377631170554
24403023: Ward 23,35.608012655066865
24403024: Ward 24,26.957563529937957
24403025: Ward 25,42.68375634345826
24403026: Ward 26,36.95488541532782
24403027: Ward 27,42.3885448128
24403028: Ward 28,41.244637203420815
24403029: Ward 29,36.69353865654708
24403030: Ward 30,38.265497704442225
24403031: Ward 31,38.427280367022455
24404001: Ward 1,38.75107453857165
24404002: Ward 2,42.89338037678181
24404003: Ward 3,43.33369288392726
24404004: Ward 4,41.87058323595452
24404005: Ward 5,43.03453403192725
24404006: Ward 6,41.55315734809141
24404007: Ward 7,41.1111156004476
24404008: Ward 8,37.213005275758306
24404009: Ward 9,33.30839073696898
24404010: Ward 10,39.29835099272944
24404011: Ward 11,39.92654328342513
24404012: Ward 12,39.46039662850266
24404013: Ward 13,38.90797075364171
24404014: Ward 14,39.74893234829144
24404015: Ward 15,42.05293304501016
24404016: Ward 16,40.766105863480206
24404017: Ward 17,43.444226733821935
29200001: Ward 1,20.687842993332097
29200002: Ward 2,24.679219754072722
29200003: Ward 3,17.521434585759366
29200004: Ward 4,5.941834302128344
29200005: Ward 5,27.112905327006416
29200006: Ward 6,22.75356934674225
29200007: Ward 7,28.048698169172727
29200008: Ward 8,25.362777396906406
29200009: Ward 9,17.127413063066314
29200010: Ward 10,18.041418847382886
29200011: Ward 11,25.406308384529414
29200012: Ward 12,25.327721014111766
29200013: Ward 13,25.474653025347045
29200014: Ward 14,24.92112277677218
29200015: Ward 15,15.673272330728874
29200016: Ward 16,15.062511809892529
29200017: Ward 17,25.703376354655607
29200018: Ward 18,8.868004059888232
29200019: Ward 19,16.312109902422996
29200020: Ward 20,23.9627452387877
29200021: Ward 21,20.934359380242242
29200022: Ward 22,22.235926533978603
29200023: Ward 23,22.310148431979144
29200024: Ward 24,27.64849560801068
29200025: Ward 25,21.469188226207493
29200026: Ward 26,29.13578328114277
29200027: Ward 27,8.47359283062567
29200028: Ward 28,16.385325798905896
29200029: Ward 29,18.51947028437274
29200030: Ward 30,24.667164272110693
29200031: Ward 31,17.586544129758842
29200032: Ward 32,33.87564674391658
29200033: Ward 33,31.046392195416573
29200034: Ward 34,27.815840707210658
29200035: Ward 35,17.20950723786524
29200036: Ward 36,26.720811119113904
29200037: Ward 37,16.53805451676737
29200038: Ward 38,29.67130689712032
29200039: Ward 39,21.754606601311224
29200040: Ward 40,29.65262289499357
29200041: Ward 41,20.785755926272195
29200042: Ward 42,24.843260845030457
29200043: Ward 43,21.155342946297328
29200044: Ward 44,19.14686362484278
29200045: Ward 45,24.173087595852945
29200046: Ward 46,16.79812656175829
29200047: Ward 47,17.28653775037916
29200048: Ward 48,24.53340543232941
29200049: Ward 49,33.67380715670909
29200050: Ward 50,26.16640414906792
29300001: Ward 1,8.990561409508018
29300002: Ward 2,11.105746073298924
29300003: Ward 3,8.1476265026631
29300004: Ward 4,20.843639215486636
29300005: Ward 5,16.022769194546523
29300006: Ward 6,6.639517119495189
29300007: Ward 7,11.711063948876467
29300008: Ward 8,6.147284069310699
29300009: Ward 9,6.857384957168987
29300010: Ward 10,15.94408316126043
29300011: Ward 11,14.845692035879683
29300012: Ward 12,11.354461419432079
29300013: Ward 13,21.19661952850641
29300014: Ward 14,21.614549675432627
29300015: Ward 15,23.843020267746528
29300016: Ward 16,24.465345315803223
29300017: Ward 17,23.988572848611778
29300018: Ward 18,24.04045799768183
29300019: Ward 19,24.51480510005883
29300020: Ward 20,23.912668079885574
29300021: Ward 21,23.263169716664155
29300022: Ward 22,23.250608575755084
29300023: Ward 23,21.85800664476471
29300024: Ward 24,23.044377709644905
29300025: Ward 25,22.03489645691498
29300026: Ward 26,22.58123173005295
29300027: Ward 27,24.392840136766317
29300028: Ward 28,21.237338601654546
29300029: Ward 29,15.930772253097848
29300030: Ward 30,20.3031166593369
29300031: Ward 31,15.90030272036417
29300032: Ward 32,16.870213632364703
29300033: Ward 33,22.148083592724603
29300034: Ward 34,16.7602263067262
29300035: Ward 35,16.166732385157754
29300036: Ward 36,18.458691793685556
29300037: Ward 37,20.45030552933689
29300038: Ward 38,21.25599898678609
29300039: Ward 39,7.076302760169519
29300040: Ward 40,14.92900572244546
29300041: Ward 41,20.692378618297862
29300042: Ward 42,24.956848509292524
29300043: Ward 43,23.712831041255622
29300044: Ward 44,24.062332406342243
29300045: Ward 45,22.200557949941167
29300046: Ward 46,21.367388118609078
29300047: Ward 47,23.915015759796248
29300048: Ward 48,15.998858674000536
29300049: Ward 49,15.719260391541175
29300050: Ward 50,22.240875044077523
29300051: Ward 51,8.224685325332086
29300052: Ward 52,13.292141859041182
29300053: Ward 53,14.35636146786097
29300054: Ward 54,25.29278573720909
29300055: Ward 55,25.241689332157215
29300056: Ward 56,25.004077447362025
29300057: Ward 57,23.94872380221711
29300058: Ward 58,22.212131490122985
29300059: Ward 59,17.193782945995185
29300060: Ward 60,18.563875586068434
10101001: Ward 1,15.237965407444376
10101002: Ward 2,14.640654323438495
10101003: Ward 3,19.380940010457756
10101004: Ward 4,16.868815694702132
10101005: Ward 5,13.00805786643102
10101006: Ward 6,16.340887155268994
10101007: Ward 7,13.739742701466302
10101008: Ward 8,14.299080302645983
10102001: Ward 1,18.427803970850263
10102002: Ward 2,14.706162798822465
10102003: Ward 3,17.300815682839563
10102004: Ward 4,15.937313459837968
10102005: Ward 5,13.864484392783416
10102006: Ward 6,20.273306183608025
10103001: Ward 1,12.771553238122452
10103002: Ward 2,18.663873843651864
10103003: Ward 3,12.754561276244928
10103004: Ward 4,17.24941541740641
10103005: Ward 5,15.802776413348116
10103006: Ward 6,11.359223242118176
10103007: Ward 7,13.610352296021924
10104001: Ward 1,18.17971322588449
10104002: Ward 2,18.02957640186311
10104003: Ward 3,14.45098844164279
10104004: Ward 4,18.953361464354554
10104005: Ward 5,7.537850741700002
10104006: Ward 6,7.4155758934550775
10104007: Ward 7,14.3377532683984
10104008: Ward 8,7.256049011082352
10104009: Ward 9,16.83326193385616
10104010: Ward 10,10.386371595404281
10104011: Ward 11,11.548495857436363
10104012: Ward 12,17.905292494374866
10104013: Ward 13,11.05592904862299
10105001: Ward 1,13.5643056349829
10105002: Ward 2,14.602934671908551
10105003: Ward 3,14.5102874554738
10105004: Ward 4,16.602971170291454
10105005: Ward 5,11.692477553767377
10105006: Ward 6,16.676569571222988
10105007: Ward 7,15.723051469366867
10105008: Ward 8,10.872182389002676
10105009: Ward 9,18.830172531637967
10105010: Ward 10,8.735271322683428
10105011: Ward 11,18.49376270383958
10105012: Ward 12,15.56510769285989
10202001: Ward 1,23.225805385033695
10202002: Ward 2,15.192547658824049
10202003: Ward 3,14.173362195183953
10202004: Ward 4,14.499910393933158
10202005: Ward 5,13.73970760748342
10202006: Ward 6,17.684800496704273
10202007: Ward 7,16.151985150416042
10202008: Ward 8,16.190160548508025
10202009: Ward 9,16.239122270257223
10202010: Ward 10,19.728023185618717
10202011: Ward 11,16.376053667219782
10202012: Ward 12,16.45833991819357
10203001: Ward 1,14.823703586796258
10203002: Ward 2,7.205373995716584
10203003: Ward 3,15.729026071274346
10203004: Ward 4,8.800949385359361
10203005: Ward 5,20.749791427264174
10203006: Ward 6,23.60947378492194
10203007: Ward 7,15.951381010374323
10203008: Ward 8,21.49281048064117
10203009: Ward 9,23.095156299928334
10203010: Ward 10,16.72645755927646
10203011: Ward 11,15.52429228596416
10203012: Ward 12,22.716939448596793
10203013: Ward 13,17.035262148518722
10203014: Ward 14,20.71325722861284
10203015: Ward 15,6.170644146911237
10203016: Ward 16,26.206647869617658
10203017: Ward 17,11.542954729003206
10203018: Ward 18,13.041428386062032
10203019: Ward 19,10.700957917147601
10203020: Ward 20,15.252021519042243
10203021: Ward 21,19.562977111844916
10203022: Ward 22,11.526672859283947
10203023: Ward 23,11.879721181664168
10203024: Ward 24,21.880453572627278
10203025: Ward 25,17.18616362992727
10203026: Ward 26,15.261531934602132
10203027: Ward 27,17.377281168195722
10203028: Ward 28,13.006752519906955
10203029: Ward 29,12.17176002718824
10203030: Ward 30,18.1399722129615
10203031: Ward 31,16.758180793025133
10204001: Ward 1,16.281277094351868
10204002: Ward 2,19.527665857809094
10204003: Ward 3,14.971610864524068
10204004: Ward 4,13.074511703608552
10204005: Ward 5,14.541824228132626
10204006: Ward 6,13.590469601200002
10204007: Ward 7,14.0154120410968
10204008: Ward 8,13.829996440409632
10204009: Ward 9,14.3726231653476
10204010: Ward 10,15.930672946487173
10204011: Ward 11,14.006538964743319
10204012: Ward 12,24.614656598624617
10204013: Ward 13,16.447895747424056
10204014: Ward 14,24.828295989493057
10204015: Ward 15,24.17145720900215
10204016: Ward 16,17.66936138765775
10204017: Ward 17,10.0359596678155
10204018: Ward 18,19.933825688266843
10204019: Ward 19,15.369985843148664
10204020: Ward 20,14.469839701807485
10204021: Ward 21,8.20736294719626
10204022: Ward 22,7.172342103138506
10205001: Ward 1,17.415257179802126
10205002: Ward 2,18.924708852926205
10205003: Ward 3,19.931090219851324
10205004: Ward 4,20.09151147354652
10205005: Ward 5,16.49356379342565
10205006: Ward 6,8.670250765080752
10205007: Ward 7,10.85835874092193
10205008: Ward 8,18.223374538286624
10205009: Ward 9,15.448165991043838
10205010: Ward 10,17.83929419712781
10205011: Ward 11,15.254856922100533
10205012: Ward 12,14.84600918618556
10205013: Ward 13,14.242072373207487
10205014: Ward 14,16.54113615160319
10205015: Ward 15,9.868957663966844
10205016: Ward 16,21.669026399138513
10205017: Ward 17,25.65842135439357
10205018: Ward 18,21.159578299625128
10205019: Ward 19,19.070041926767377
10205020: Ward 20,16.581088215201074
10205021: Ward 21,19.02999581121444
10206001: Ward 1,13.448010146488773
10206002: Ward 2,15.451928351813898
10206003: Ward 3,17.049782360972728
10206004: Ward 4,22.42131621443742
10206005: Ward 5,14.748940404466842
10206006: Ward 6,14.817735331793576
10206007: Ward 7,14.60440672055241
10206008: Ward 8,14.419344580860965
10206009: Ward 9,15.641429109279144
10206010: Ward 10,25.351961020666312
10206011: Ward 11,14.925734180947062
10206012: Ward 12,17.258599953801067
10304001: Ward 1,12.125532355108016
10304002: Ward 2,14.440639930246522
10304003: Ward 3,14.082946038156145
10304004: Ward 4,12.017694625348126
10304005: Ward 5,17.861236843714437
10301001: Ward 1,14.374082589205349
10301002: Ward 2,16.179557414460955
